gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
3.50,4.15,1.71,0.82,-0.16,0.65
3.59,4.14,1.50,0.82,-0.16,0.65
3.53,4.67,1.94,0.81,-0.16,0.65
3.63,5.89,3.68,0.82,-0.17,0.65
3.34,5.63,4.09,0.81,-0.17,0.66
3.13,5.30,4.20,0.82,-0.17,0.65
2.96,5.10,3.66,0.82,-0.16,0.66
2.23,5.34,3.69,0.82,-0.16,0.64
1.95,4.81,3.07,0.82,-0.16,0.64
2.12,4.14,2.38,0.81,-0.15,0.65
2.50,3.44,2.31,0.81,-0.15,0.65
2.37,2.40,2.15,0.82,-0.15,0.65
2.23,1.01,1.54,0.82,-0.15,0.64
2.44,0.38,0.64,0.82,-0.15,0.64
2.82,-0.34,1.18,0.82,-0.14,0.65
2.90,-1.01,1.25,0.82,-0.15,0.65
2.73,-1.30,1.21,0.81,-0.16,0.66
2.79,-1.31,-0.05,0.81,-0.15,0.65
3.22,-1.45,-0.15,0.81,-0.15,0.64
2.92,-1.79,0.58,0.82,-0.16,0.64
2.53,-2.37,1.07,0.82,-0.16,0.64
2.17,-3.30,1.39,0.82,-0.17,0.64
2.09,-4.00,1.15,0.82,-0.17,0.64
2.08,-4.72,1.22,0.82,-0.16,0.65
2.12,-5.15,1.33,0.83,-0.15,0.65
2.35,-5.59,1.27,0.82,-0.15,0.65
2.61,-5.47,1.50,0.82,-0.15,0.65
2.49,-5.25,1.27,0.81,-0.15,0.65
2.81,-5.01,1.02,0.82,-0.14,0.64
2.78,-4.60,0.87,0.82,-0.14,0.65
2.99,-4.02,0.43,0.81,-0.15,0.65
3.54,-3.65,0.53,0.82,-0.15,0.64
4.24,-3.21,1.37,0.82,-0.16,0.65
4.32,-3.50,1.92,0.83,-0.17,0.64
4.26,-3.56,2.61,0.83,-0.17,0.65
4.37,-4.23,3.16,0.82,-0.16,0.64
5.50,-5.22,3.36,0.82,-0.16,0.64
5.94,-6.31,2.84,0.83,-0.16,0.63
5.76,-7.83,2.11,0.82,-0.15,0.63
5.19,-9.56,1.15,0.82,-0.16,0.64
4.32,-11.79,-0.79,0.81,-0.14,0.63
3.74,-14.24,-2.76,0.81,-0.15,0.64
5.15,-16.44,-4.72,0.81,-0.16,0.64
1.59,-20.87,-8.35,0.78,-0.15,0.65
2.23,-28.26,-14.99,0.76,-0.13,0.64
3.27,-34.11,-21.62,0.76,-0.11,0.63
1.24,-43.36,-28.96,0.79,-0.13,0.60
-7.31,-53.25,-39.76,0.81,-0.13,0.61
-10.61,-60.61,-56.66,0.79,-0.05,0.63
-7.28,-58.02,-71.54,0.79,-0.01,0.62
-3.28,-55.73,-78.00,0.81,-0.04,0.62
-3.48,-51.15,-75.60,0.87,-0.07,0.59
-4.02,-44.84,-69.50,0.93,-0.09,0.58
-0.20,-37.22,-66.09,0.94,-0.12,0.55
4.26,-32.60,-59.73,0.94,-0.12,0.55
5.63,-25.86,-52.12,0.95,-0.13,0.54
5.08,-20.90,-43.50,0.94,-0.13,0.51
5.77,-17.79,-35.31,0.96,-0.15,0.52
2.95,-14.12,-28.90,0.95,-0.14,0.52
1.62,-15.56,-27.33,0.91,-0.08,0.51
5.33,-14.20,-24.40,0.93,-0.06,0.52
4.02,-8.52,-17.25,0.91,-0.07,0.52
2.98,-6.47,-11.27,0.92,-0.07,0.51
0.76,-4.87,-8.17,0.91,-0.05,0.53
-0.24,-4.26,-7.69,0.92,-0.04,0.54
-0.32,-3.05,-6.52,0.91,-0.03,0.53
-1.10,-1.50,-4.20,0.91,-0.01,0.53
-2.84,0.55,-1.59,0.91,-0.03,0.55
-4.17,2.11,1.08,0.91,-0.04,0.54
-7.01,3.65,4.35,0.91,-0.04,0.56
-9.57,3.76,7.25,0.91,-0.04,0.55
-8.81,3.45,9.02,0.90,-0.04,0.53
-7.68,2.43,10.27,0.91,-0.05,0.53
-9.28,-0.06,10.84,0.92,-0.06,0.54
-11.53,-0.84,12.31,0.92,-0.06,0.54
-12.56,0.37,16.52,0.92,-0.08,0.55
-17.15,2.24,22.14,0.94,-0.09,0.57
-20.53,3.62,27.42,0.95,-0.08,0.57
-20.35,8.40,31.94,0.94,-0.07,0.55
-15.80,13.08,33.15,0.92,-0.06,0.53
-9.68,19.40,31.79,0.91,-0.04,0.56
-7.53,20.11,29.53,0.90,-0.04,0.55
-5.10,21.85,27.34,0.88,-0.05,0.54
-5.15,20.96,26.63,0.88,-0.09,0.51
-2.67,22.92,29.15,0.88,-0.08,0.47
-0.63,19.89,30.93,0.90,-0.10,0.49
1.37,24.21,32.75,0.89,-0.12,0.51
0.15,23.82,31.18,0.88,-0.10,0.54
0.52,23.11,30.98,0.88,-0.10,0.57
3.71,21.59,27.76,0.86,-0.09,0.55
6.34,19.33,23.19,0.84,-0.09,0.58
7.47,19.24,22.18,0.86,-0.11,0.58
5.80,18.40,22.20,0.85,-0.12,0.56
4.55,15.02,20.92,0.84,-0.14,0.58
3.73,10.67,17.86,0.83,-0.16,0.56
3.89,10.99,17.54,0.85,-0.15,0.57
2.34,12.53,17.50,0.85,-0.13,0.58
1.59,14.63,17.39,0.85,-0.11,0.59
1.91,13.34,15.30,0.84,-0.13,0.59
2.34,10.17,12.41,0.84,-0.14,0.60
2.87,7.34,10.23,0.84,-0.14,0.60
4.34,8.72,9.59,0.85,-0.14,0.58
4.02,9.22,10.00,0.85,-0.14,0.58
3.28,8.79,10.06,0.84,-0.15,0.59
4.92,9.04,9.65,0.85,-0.14,0.58
6.40,9.10,9.33,0.85,-0.15,0.57
6.18,8.63,9.01,0.84,-0.16,0.59
5.16,7.22,8.17,0.85,-0.16,0.59
4.50,7.36,7.44,0.84,-0.15,0.61
5.01,8.78,8.15,0.85,-0.16,0.59
4.09,8.70,8.85,0.85,-0.16,0.60
3.44,6.21,6.64,0.83,-0.16,0.60
3.66,5.50,5.02,0.83,-0.15,0.62
4.41,5.07,4.34,0.83,-0.15,0.62
4.67,5.53,3.91,0.83,-0.15,0.60
5.28,7.60,5.04,0.84,-0.16,0.60
4.89,7.91,5.31,0.84,-0.16,0.60
4.58,8.75,5.11,0.84,-0.16,0.61
4.89,8.72,4.37,0.84,-0.16,0.61
5.02,9.47,5.24,0.84,-0.16,0.61
4.70,8.89,5.15,0.84,-0.16,0.62
4.93,8.67,4.82,0.84,-0.15,0.61
5.22,9.24,5.21,0.84,-0.15,0.62
5.07,9.08,5.60,0.83,-0.15,0.62
5.56,9.08,6.06,0.83,-0.15,0.63
6.08,8.82,5.59,0.84,-0.15,0.62
6.67,9.25,5.27,0.84,-0.15,0.62
6.79,9.10,5.13,0.82,-0.15,0.62
6.89,8.66,5.19,0.83,-0.15,0.62
6.79,7.36,5.01,0.83,-0.16,0.62
6.46,6.29,4.72,0.84,-0.17,0.63
6.08,5.34,4.99,0.83,-0.17,0.63
4.81,4.05,4.69,0.83,-0.18,0.63
4.72,4.63,4.31,0.82,-0.18,0.63
5.10,5.45,3.83,0.83,-0.18,0.62
4.50,5.07,4.02,0.82,-0.18,0.62
3.60,4.76,4.18,0.83,-0.18,0.64
3.02,4.03,4.11,0.82,-0.18,0.64
2.79,3.27,3.08,0.82,-0.17,0.63
2.40,2.58,2.31,0.82,-0.17,0.63
2.37,2.29,2.18,0.83,-0.17,0.64
2.14,1.60,2.20,0.82,-0.17,0.64
1.88,0.99,1.33,0.82,-0.17,0.64
1.88,0.27,0.02,0.81,-0.16,0.64
1.71,0.05,-0.44,0.82,-0.16,0.64
2.17,0.60,-0.08,0.82,-0.17,0.64
1.94,1.36,0.56,0.83,-0.17,0.64
1.76,1.04,0.63,0.82,-0.17,0.64
1.71,1.04,0.50,0.82,-0.18,0.64
2.29,0.82,0.76,0.82,-0.17,0.64
2.20,0.15,0.87,0.83,-0.17,0.64
2.12,0.11,1.15,0.82,-0.16,0.63
2.26,0.67,1.47,0.82,-0.17,0.64
2.67,0.61,1.25,0.82,-0.17,0.64
2.34,0.06,0.55,0.82,-0.17,0.64
2.20,-0.09,-0.49,0.82,-0.17,0.65
2.02,0.09,-0.47,0.83,-0.17,0.65
2.34,-0.24,-0.21,0.82,-0.18,0.64
2.38,-0.05,-0.50,0.83,-0.17,0.64
2.11,0.63,-1.36,0.83,-0.16,0.64
2.26,1.10,-1.82,0.83,-0.16,0.64
2.84,1.16,-1.34,0.83,-0.17,0.64
2.90,0.87,-1.04,0.82,-0.18,0.64
2.38,0.75,-0.40,0.81,-0.18,0.65
2.05,1.36,0.58,0.83,-0.17,0.64
1.95,1.50,0.73,0.83,-0.17,0.63
1.80,1.31,0.50,0.83,-0.16,0.64
1.71,0.76,0.23,0.82,-0.17,0.63
1.89,0.67,0.21,0.82,-0.16,0.63
1.94,0.82,0.55,0.82,-0.17,0.64
1.65,0.47,0.64,0.82,-0.17,0.63
1.83,0.27,0.27,0.82,-0.17,0.64
2.06,-0.18,0.38,0.82,-0.16,0.64
2.32,0.20,0.41,0.82,-0.17,0.64
1.97,0.52,1.50,0.82,-0.18,0.64
1.82,0.11,1.24,0.81,-0.17,0.63
2.09,0.43,0.76,0.82,-0.17,0.64
2.47,0.89,0.95,0.82,-0.17,0.64
2.18,0.60,1.39,0.82,-0.17,0.64
1.98,0.64,0.85,0.82,-0.17,0.64
2.23,0.93,0.79,0.82,-0.17,0.64
2.29,0.73,0.43,0.82,-0.17,0.65
2.58,0.84,-0.03,0.82,-0.18,0.64
2.53,0.31,-0.50,0.82,-0.17,0.63
1.98,0.14,-0.75,0.82,-0.17,0.64
1.97,0.12,-0.50,0.82,-0.17,0.63
2.14,-0.12,-0.31,0.81,-0.18,0.64
1.79,-0.35,-0.02,0.82,-0.18,0.64
1.63,0.75,-0.26,0.83,-0.17,0.64
1.08,0.96,-0.29,0.83,-0.17,0.63
0.89,0.29,-0.67,0.82,-0.17,0.65
1.51,0.79,-0.47,0.81,-0.17,0.64
2.00,0.98,0.24,0.82,-0.17,0.64
1.92,1.13,-0.09,0.82,-0.17,0.64
1.76,0.75,-0.63,0.82,-0.17,0.65
1.68,0.41,-0.72,0.83,-0.17,0.64
1.86,0.27,-0.50,0.83,-0.17,0.64
1.80,0.44,-0.15,0.82,-0.17,0.64
2.02,0.75,-0.37,0.82,-0.17,0.65
1.86,0.67,-0.35,0.82,-0.16,0.64
1.95,0.40,-0.46,0.82,-0.17,0.64
1.94,0.55,-0.46,0.81,-0.17,0.64
1.80,0.92,-0.21,0.82,-0.17,0.64
1.22,1.01,0.17,0.83,-0.17,0.64
1.04,0.63,0.64,0.82,-0.17,0.65
1.05,0.37,0.27,0.82,-0.17,0.65
1.34,0.09,0.08,0.82,-0.17,0.64
1.44,0.20,0.17,0.82,-0.17,0.64
1.37,0.47,0.27,0.83,-0.18,0.65
1.27,0.46,0.31,0.82,-0.17,0.64
1.13,0.35,0.43,0.82,-0.17,0.64
1.02,0.40,0.23,0.82,-0.16,0.63
1.44,0.41,0.18,0.83,-0.17,0.63
1.51,0.95,0.78,0.82,-0.17,0.64
1.48,0.90,0.82,0.82,-0.17,0.64
1.66,0.60,0.41,0.82,-0.17,0.64
1.73,0.58,0.49,0.82,-0.16,0.64
1.79,0.64,0.31,0.82,-0.16,0.64
1.80,0.44,-0.23,0.82,-0.17,0.64
1.71,0.12,-0.15,0.82,-0.17,0.64
1.85,0.35,-0.34,0.82,-0.17,0.63
1.68,0.55,-0.56,0.82,-0.18,0.64
1.57,0.66,-0.31,0.82,-0.17,0.64
1.80,1.10,0.12,0.82,-0.17,0.64
1.88,1.07,0.14,0.82,-0.17,0.64
1.83,0.38,-0.38,0.82,-0.17,0.64
1.80,0.41,-0.53,0.82,-0.17,0.64
1.97,0.52,-0.58,0.82,-0.17,0.64
2.06,0.82,-0.38,0.82,-0.17,0.64
1.86,0.69,-0.52,0.82,-0.18,0.64
1.73,0.26,-0.63,0.82,-0.17,0.64
1.62,0.32,-0.75,0.82,-0.17,0.64
1.82,0.40,-0.56,0.82,-0.17,0.64
1.65,0.24,-1.07,0.81,-0.17,0.64
1.69,0.35,-0.98,0.82,-0.17,0.65
1.60,0.26,-0.81,0.82,-0.17,0.64
1.36,0.40,-0.70,0.82,-0.17,0.65
1.39,0.60,-0.56,0.82,-0.17,0.65
1.24,0.63,-0.12,0.82,-0.17,0.64
1.33,0.32,-0.08,0.82,-0.17,0.65
1.66,0.29,-0.24,0.82,-0.17,0.64
1.45,0.32,-0.17,0.82,-0.17,0.64
1.54,0.11,0.24,0.83,-0.17,0.64
0.99,-0.29,0.20,0.82,-0.17,0.64
1.04,-0.38,-0.17,0.82,-0.17,0.64
1.65,-0.26,-0.41,0.81,-0.16,0.64
2.00,0.03,0.21,0.82,-0.16,0.64
1.57,0.11,0.32,0.82,-0.17,0.64
0.92,0.31,-0.40,0.82,-0.17,0.64
0.66,-0.08,-0.50,0.82,-0.18,0.64
1.01,-0.53,-0.38,0.82,-0.17,0.64
1.13,-0.56,-0.17,0.82,-0.17,0.63
0.89,0.09,-0.38,0.83,-0.16,0.63
0.49,0.93,-0.72,0.82,-0.16,0.65
0.55,0.78,-0.81,0.81,-0.17,0.65
1.24,0.50,-0.43,0.81,-0.18,0.64
1.21,0.05,-0.09,0.81,-0.17,0.64
1.25,0.15,0.06,0.81,-0.17,0.64
1.28,0.15,0.35,0.82,-0.16,0.64
1.24,0.09,0.12,0.83,-0.16,0.64
1.40,-0.43,-0.38,0.82,-0.16,0.65
1.40,-0.34,-0.20,0.82,-0.17,0.64
1.42,-0.11,0.21,0.82,-0.16,0.64
1.62,0.35,0.49,0.82,-0.17,0.64
1.69,0.14,0.17,0.81,-0.18,0.64
1.57,0.38,0.20,0.82,-0.17,0.65
1.45,0.21,0.49,0.82,-0.17,0.64
1.44,0.06,0.64,0.82,-0.17,0.64
1.45,0.37,0.64,0.82,-0.17,0.64
1.34,0.41,0.76,0.82,-0.17,0.64
1.18,0.29,0.32,0.81,-0.17,0.64
1.51,0.21,-0.02,0.82,-0.17,0.64
1.76,0.43,-0.31,0.81,-0.17,0.64
1.42,0.64,-0.15,0.82,-0.17,0.64
1.54,0.73,0.06,0.82,-0.17,0.64
1.60,0.52,-0.09,0.82,-0.17,0.65
1.27,0.26,-0.64,0.81,-0.17,0.64
1.45,0.61,-0.12,0.81,-0.17,0.64
1.57,0.43,0.21,0.81,-0.17,0.64
2.18,-0.20,0.12,0.82,-0.17,0.64
1.68,-0.09,-0.52,0.82,-0.16,0.64
1.42,0.58,-0.70,0.83,-0.16,0.65
0.98,0.11,-0.84,0.82,-0.18,0.64
1.36,0.02,-0.92,0.81,-0.17,0.65
1.53,0.17,-0.72,0.81,-0.17,0.65
1.47,0.79,-0.26,0.81,-0.17,0.63
1.50,0.53,-0.20,0.82,-0.17,0.64
1.45,0.26,-0.49,0.82,-0.17,0.64
1.54,0.29,-0.69,0.83,-0.17,0.63
1.51,0.21,-0.58,0.82,-0.16,0.64
1.51,0.20,-0.58,0.82,-0.17,0.64
1.54,0.34,-0.79,0.82,-0.17,0.64
1.59,0.53,-0.93,0.82,-0.16,0.64
1.59,0.15,-0.43,0.82,-0.17,0.64
1.63,-0.03,-0.31,0.82,-0.16,0.63
1.42,-0.02,-0.15,0.82,-0.17,0.65
1.16,-0.44,-0.40,0.82,-0.16,0.64
1.10,-0.84,-0.55,0.82,-0.16,0.65
1.48,-0.95,-0.11,0.82,-0.16,0.65
1.30,-0.70,-0.17,0.82,-0.17,0.64
