gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0.99,-15.98,-10.84,0.79,-0.08,0.67
0.12,-16.93,-12.72,0.80,-0.08,0.67
-1.10,-17.39,-13.54,0.81,-0.08,0.67
0.24,-20.23,-14.78,0.79,-0.09,0.66
-2.35,-16.82,-14.64,0.80,-0.10,0.66
-0.98,-16.35,-14.90,0.80,-0.08,0.65
0.03,-14.85,-15.22,0.82,-0.09,0.66
0.26,-12.34,-11.89,0.84,-0.07,0.66
-0.29,-10.89,-10.73,0.83,-0.06,0.66
-0.50,-9.28,-9.85,0.83,-0.06,0.67
-0.06,-7.69,-8.53,0.84,-0.07,0.66
0.11,-6.58,-7.13,0.83,-0.08,0.65
-0.66,-5.94,-5.69,0.84,-0.10,0.65
-1.48,-5.04,-4.06,0.84,-0.09,0.64
-2.44,-4.56,-2.53,0.83,-0.10,0.65
-3.13,-3.63,-0.60,0.84,-0.10,0.64
-3.92,-3.66,1.19,0.84,-0.10,0.66
-4.15,-4.79,1.89,0.84,-0.09,0.65
-5.62,-6.56,-0.08,0.84,-0.08,0.65
-5.73,-6.21,-0.55,0.84,-0.07,0.65
-4.79,-5.44,0.11,0.83,-0.08,0.64
-1.95,-4.52,0.84,0.83,-0.08,0.64
-1.76,-4.79,1.83,0.83,-0.09,0.64
-2.03,-7.22,1.36,0.83,-0.08,0.66
-0.92,-8.85,-0.21,0.82,-0.09,0.65
0.60,-13.04,-3.89,0.82,-0.09,0.65
3.62,-11.57,-4.43,0.82,-0.07,0.63
5.48,-9.21,-2.79,0.84,-0.05,0.64
4.89,-6.73,-0.66,0.84,-0.07,0.65
4.38,-5.71,1.71,0.84,-0.07,0.65
5.89,-2.66,2.34,0.83,-0.07,0.65
3.16,-2.55,2.55,0.84,-0.06,0.64
0.17,-3.24,2.08,0.83,-0.05,0.65
-4.06,-2.27,1.59,0.83,-0.06,0.66
-1.51,-2.11,3.44,0.84,-0.08,0.64
-1.24,-1.27,4.00,0.84,-0.08,0.63
-2.73,-2.44,3.15,0.85,-0.09,0.63
-3.54,-3.88,2.32,0.84,-0.09,0.63
-3.10,-3.13,2.20,0.83,-0.07,0.64
