gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0.79,2.95,-0.82,0.78,-0.08,0.71
0.61,2.43,-1.22,0.78,-0.09,0.70
0.78,2.03,-1.33,0.79,-0.09,0.71
1.16,2.20,-0.75,0.79,-0.09,0.70
1.66,2.50,-0.29,0.79,-0.09,0.70
1.24,2.03,0.29,0.79,-0.10,0.70
0.82,2.14,0.79,0.79,-0.10,0.71
0.63,2.82,0.92,0.79,-0.09,0.70
0.56,1.68,0.41,0.78,-0.09,0.71
0.75,0.40,-0.08,0.78,-0.08,0.71
1.56,0.02,-0.53,0.78,-0.09,0.70
1.57,-0.21,-0.53,0.79,-0.09,0.71
1.36,-0.98,-1.28,0.78,-0.09,0.71
1.16,-1.24,-1.54,0.78,-0.09,0.71
1.51,-0.76,-1.33,0.78,-0.08,0.70
1.98,0.41,-0.61,0.79,-0.09,0.71
1.63,0.73,0.15,0.78,-0.09,0.70
1.42,0.85,0.53,0.78,-0.09,0.71
1.56,1.50,0.79,0.78,-0.09,0.71
2.00,1.16,0.66,0.78,-0.09,0.70
2.38,0.89,0.44,0.78,-0.08,0.71
2.92,1.31,0.11,0.77,-0.09,0.71
2.99,2.18,-0.06,0.78,-0.08,0.71
2.78,2.20,-0.73,0.79,-0.08,0.69
2.78,1.36,-1.33,0.78,-0.08,0.71
3.28,1.33,-1.24,0.78,-0.08,0.71
3.22,1.13,-1.36,0.79,-0.09,0.71
3.57,1.37,-1.47,0.77,-0.09,0.70
2.90,1.60,-2.03,0.78,-0.09,0.71
3.44,1.92,-2.66,0.78,-0.08,0.71
2.82,1.11,-4.11,0.78,-0.08,0.72
1.88,-0.27,-6.63,0.77,-0.07,0.71
1.98,-2.55,-8.35,0.76,-0.06,0.71
2.84,-2.47,-8.72,0.77,-0.06,0.71
3.19,0.14,-8.18,0.78,-0.08,0.71
3.56,2.40,-6.29,0.77,-0.10,0.72
1.77,2.11,-4.46,0.77,-0.12,0.71
-2.23,-3.34,-7.51,0.77,-0.11,0.71
-3.27,-7.11,-11.68,0.77,-0.08,0.69
-2.17,-10.11,-14.61,0.78,-0.04,0.69
-1.25,-15.27,-18.21,0.76,-0.02,0.73
0.47,-20.20,-20.89,0.76,-0.03,0.72
-0.84,-22.89,-23.10,0.77,-0.04,0.75
-2.67,-23.85,-26.03,0.79,-0.03,0.70
-2.43,-25.31,-29.18,0.78,-0.04,0.66
-0.09,-24.31,-30.72,0.80,-0.05,0.69
1.01,-16.69,-25.10,0.84,-0.09,0.68
1.85,-7.13,-15.54,0.86,-0.12,0.68
-0.08,-1.59,-7.13,0.86,-0.12,0.66
-2.55,1.40,-4.90,0.83,-0.09,0.68
-1.94,4.27,-3.45,0.83,-0.05,0.68
0.70,6.02,-1.62,0.82,-0.06,0.68
3.83,10.06,2.85,0.83,-0.06,0.68
4.44,17.07,9.56,0.83,-0.08,0.68
4.31,23.15,17.47,0.82,-0.10,0.69
4.03,28.05,23.56,0.80,-0.09,0.71
3.57,31.27,27.01,0.78,-0.10,0.70
3.94,32.46,26.90,0.77,-0.09,0.70
3.18,30.84,24.85,0.78,-0.07,0.70
3.56,27.71,23.47,0.79,-0.05,0.69
3.71,22.41,21.19,0.80,-0.04,0.69
4.43,17.57,18.70,0.79,-0.04,0.71
3.53,12.23,15.91,0.79,-0.04,0.73
2.53,7.05,12.84,0.76,-0.05,0.74
3.27,5.65,11.73,0.76,-0.05,0.73
2.90,4.26,9.50,0.75,-0.06,0.72
2.99,3.88,7.56,0.74,-0.06,0.73
4.05,4.47,7.97,0.75,-0.06,0.73
3.05,-3.04,2.67,0.71,-0.04,0.73
7.33,-4.52,-2.11,0.73,-0.04,0.72
10.89,-1.25,-0.09,0.78,-0.06,0.72
7.19,-2.35,1.54,0.79,-0.10,0.73
5.15,-3.91,1.57,0.79,-0.10,0.71
4.58,-5.48,0.69,0.79,-0.09,0.72
2.85,-9.50,-3.05,0.76,-0.07,0.74
3.59,-9.42,-5.54,0.76,-0.07,0.72
4.85,-5.37,-2.70,0.77,-0.07,0.72
3.66,-4.46,-0.15,0.76,-0.09,0.71
2.76,-3.45,-0.49,0.77,-0.09,0.71
2.27,-3.16,-1.15,0.77,-0.08,0.72
2.41,-2.27,-1.69,0.77,-0.06,0.71
3.28,-0.96,-0.40,0.78,-0.07,0.71
3.40,-0.24,0.98,0.79,-0.08,0.71
3.28,1.60,2.99,0.78,-0.09,0.71
2.53,1.08,3.79,0.78,-0.09,0.71
1.82,0.29,2.96,0.78,-0.09,0.71
2.14,0.81,3.05,0.77,-0.08,0.70
