gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
1.98,-3.01,0.15,0.87,-0.09,0.56
2.44,-3.98,-0.67,0.86,-0.09,0.57
2.76,-2.95,-1.74,0.86,-0.10,0.57
1.62,-1.68,-3.89,0.86,-0.11,0.56
0.40,-0.92,-5.94,0.85,-0.12,0.56
-0.63,0.24,-7.19,0.85,-0.13,0.55
-0.82,0.61,-7.24,0.86,-0.13,0.54
-2.11,1.15,-6.79,0.88,-0.14,0.53
-2.85,0.73,-6.61,0.89,-0.15,0.54
-3.08,0.20,-6.03,0.89,-0.16,0.54
-3.02,-0.96,-3.44,0.89,-0.15,0.54
-2.44,-1.50,-0.82,0.89,-0.15,0.54
-2.20,-0.05,1.16,0.89,-0.14,0.54
-1.04,0.60,2.29,0.89,-0.12,0.54
0.63,3.01,2.56,0.90,-0.10,0.55
1.77,5.19,2.67,0.91,-0.09,0.56
2.75,4.23,1.66,0.92,-0.10,0.57
3.18,1.65,0.37,0.92,-0.10,0.58
3.07,-1.62,-1.15,0.88,-0.10,0.57
4.11,-2.89,-1.65,0.86,-0.10,0.57
4.61,-2.61,-1.53,0.86,-0.10,0.57
4.43,0.64,-2.03,0.86,-0.11,0.56
2.72,3.01,-2.76,0.84,-0.12,0.55
1.69,3.66,-3.39,0.83,-0.12,0.55
1.86,3.13,-3.51,0.85,-0.12,0.54
0.93,1.88,-2.72,0.88,-0.14,0.52
-1.04,-0.41,-2.08,0.89,-0.16,0.53
-2.81,-4.29,-1.60,0.90,-0.16,0.53
-4.37,-9.21,-1.10,0.90,-0.16,0.53
-4.70,-13.30,-0.23,0.89,-0.15,0.52
-4.99,-17.04,0.12,0.90,-0.12,0.53
-4.72,-19.60,-1.25,0.89,-0.10,0.54
-3.31,-21.25,-3.36,0.88,-0.09,0.53
-1.50,-21.07,-5.31,0.90,-0.08,0.55
-0.89,-20.66,-7.66,0.92,-0.09,0.52
-0.81,-20.35,-9.42,0.92,-0.09,0.53
3.45,-18.27,-11.56,0.89,-0.10,0.49
1.51,-23.86,-18.09,0.84,-0.09,0.57
21.44,-36.98,-34.11,0.77,0.09,0.45
19.31,-21.27,-29.01,0.93,-0.04,0.52
7.83,-19.25,-21.37,0.90,-0.18,0.50
-2.17,-18.41,-18.64,0.87,-0.20,0.51
-4.61,-18.08,-19.27,0.87,-0.11,0.51
-2.67,-18.40,-23.62,0.87,-0.06,0.51
-4.23,-20.84,-27.54,0.89,-0.07,0.51
-4.09,-23.76,-28.67,0.91,-0.08,0.50
-3.97,-25.76,-28.03,0.93,-0.10,0.48
-5.37,-28.47,-27.85,0.94,-0.11,0.48
-4.99,-30.64,-26.56,0.95,-0.10,0.50
-3.89,-32.32,-24.67,0.95,-0.06,0.47
-3.37,-28.98,-22.85,0.95,-0.05,0.47
-1.76,-25.71,-21.31,0.95,-0.06,0.46
-0.84,-23.92,-20.99,0.96,-0.06,0.47
-0.96,-22.00,-21.88,0.97,-0.05,0.47
-0.14,-21.95,-22.76,0.96,-0.04,0.46
-0.11,-21.74,-23.68,0.93,-0.04,0.47
1.91,-21.07,-23.56,0.93,-0.03,0.47
2.03,-18.29,-21.98,0.93,-0.04,0.45
1.59,-13.57,-18.37,0.91,-0.04,0.44
0.70,-10.11,-15.24,0.91,-0.04,0.44
-0.53,-6.50,-12.66,0.92,-0.04,0.44
-2.35,-3.74,-11.74,0.94,-0.02,0.43
-1.48,-3.19,-10.35,0.95,-0.02,0.42
-0.15,-3.18,-8.20,0.95,-0.02,0.42
0.82,-6.14,-7.62,0.95,-0.02,0.42
2.02,-7.10,-6.64,0.96,-0.02,0.42
3.47,-7.11,-5.98,0.95,-0.01,0.42
4.47,-4.79,-5.65,0.95,0.00,0.42
4.60,-2.37,-6.58,0.96,0.00,0.43
5.01,0.60,-6.98,0.97,-0.00,0.43
5.56,2.14,-5.51,0.96,-0.02,0.44
5.79,2.61,-4.31,0.95,-0.02,0.45
5.15,3.76,-4.35,0.93,-0.03,0.46
5.76,4.12,-4.20,0.92,-0.02,0.47
4.20,6.31,-3.48,0.91,-0.02,0.47
3.05,6.98,-2.38,0.91,-0.01,0.45
2.23,7.57,-1.53,0.92,-0.01,0.43
1.13,8.66,-0.69,0.93,-0.03,0.42
-0.12,8.96,0.63,0.94,-0.04,0.42
-1.45,7.71,2.73,0.95,-0.04,0.42
-1.69,6.61,5.19,0.96,-0.05,0.43
-1.73,5.95,8.79,0.96,-0.05,0.43
-2.05,6.44,12.69,0.97,-0.05,0.44
-1.63,7.07,15.37,0.96,-0.04,0.45
-1.48,6.43,16.05,0.95,-0.03,0.44
-0.72,5.66,15.28,0.94,-0.03,0.44
-0.29,5.63,14.49,0.93,-0.02,0.45
-0.58,6.20,13.24,0.93,-0.01,0.46
-0.81,6.89,10.78,0.91,-0.01,0.46
0.84,7.69,9.10,0.92,-0.02,0.48
-0.17,10.55,7.86,0.92,-0.03,0.47
-1.37,11.48,7.95,0.94,-0.05,0.46
-2.08,11.57,7.28,0.94,-0.05,0.46
-2.58,11.83,6.85,0.94,-0.05,0.46
-2.32,9.56,6.40,0.93,-0.06,0.45
-1.82,7.56,6.47,0.93,-0.06,0.45
-1.33,8.79,8.41,0.94,-0.06,0.47
-0.98,11.47,10.99,0.95,-0.07,0.46
-0.47,14.14,13.79,0.95,-0.07,0.48
-1.34,15.39,14.82,0.95,-0.04,0.47
2.15,16.52,16.55,0.97,-0.03,0.46
6.11,15.37,18.52,0.99,-0.01,0.47
10.58,14.56,19.39,0.99,-0.01,0.49
12.82,15.11,21.85,0.97,-0.04,0.52
11.56,14.82,24.49,0.93,-0.07,0.53
10.79,18.14,28.40,0.90,-0.10,0.52
3.18,18.47,33.54,0.90,-0.13,0.52
-1.48,17.88,33.76,0.88,-0.08,0.44
0.49,23.91,36.00,0.90,-0.06,0.43
-2.79,26.31,41.16,0.89,-0.09,0.44
-5.62,26.21,40.24,0.85,-0.11,0.45
-3.63,22.67,35.85,0.87,-0.13,0.45
-1.69,22.99,29.92,0.88,-0.13,0.46
0.67,11.69,18.73,0.87,-0.13,0.49
1.86,8.32,12.90,0.89,-0.15,0.50
3.13,5.16,13.25,0.89,-0.12,0.50
2.84,3.15,13.18,0.88,-0.12,0.51
3.15,3.73,12.32,0.89,-0.09,0.51
2.21,5.39,11.34,0.91,-0.09,0.53
1.27,7.76,10.53,0.91,-0.10,0.53
1.13,8.02,8.47,0.91,-0.09,0.53
1.08,8.35,6.95,0.92,-0.10,0.54
0.50,8.50,6.03,0.93,-0.10,0.55
1.74,7.77,3.44,0.92,-0.11,0.57
1.22,3.31,0.00,0.90,-0.09,0.57
1.86,-0.43,-2.53,0.87,-0.08,0.57
1.89,-2.26,-2.90,0.85,-0.10,0.55
2.64,-1.27,-2.63,0.84,-0.10,0.53
2.72,0.92,-2.61,0.84,-0.11,0.52
3.48,3.65,-2.95,0.84,-0.11,0.51
5.51,4.96,-3.97,0.85,-0.10,0.50
7.71,6.29,-3.21,0.87,-0.12,0.50
6.50,6.24,-0.95,0.90,-0.16,0.51
3.45,4.79,-0.23,0.92,-0.17,0.51
6.35,7.19,4.58,0.94,-0.15,0.50
2.78,3.77,6.66,0.94,-0.17,0.52
0.67,-0.14,5.01,0.91,-0.15,0.52
1.48,-0.96,5.02,0.89,-0.15,0.52
2.85,0.31,7.97,0.90,-0.14,0.52
1.42,5.53,11.27,0.91,-0.15,0.52
-0.93,9.44,12.11,0.92,-0.15,0.52
-1.13,11.42,10.81,0.92,-0.14,0.54
0.00,11.86,9.18,0.93,-0.13,0.54
0.12,11.76,7.83,0.94,-0.14,0.56
-1.24,8.03,5.62,0.92,-0.14,0.56
-1.16,2.56,2.67,0.88,-0.13,0.56
1.85,-0.09,1.44,0.83,-0.11,0.54
5.07,2.18,2.52,0.82,-0.11,0.54
3.82,11.19,5.10,0.83,-0.13,0.52
2.78,12.20,3.83,0.82,-0.13,0.52
2.21,13.24,2.00,0.82,-0.12,0.52
4.34,13.80,1.30,0.83,-0.12,0.51
