gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0.27,-2.14,-2.14,0.85,-0.12,0.60
-0.63,-3.82,-3.28,0.85,-0.11,0.60
-1.16,-6.41,-4.90,0.85,-0.11,0.58
-2.27,-9.71,-5.47,0.85,-0.11,0.59
-4.23,-13.56,-7.80,0.85,-0.11,0.59
-6.15,-18.17,-11.47,0.84,-0.10,0.60
-7.94,-22.87,-16.63,0.83,-0.08,0.61
-8.61,-26.05,-21.30,0.84,-0.08,0.61
-8.14,-26.40,-23.40,0.85,-0.08,0.59
-8.38,-24.27,-23.30,0.86,-0.10,0.58
-8.38,-22.43,-22.69,0.88,-0.11,0.57
-8.99,-22.23,-22.69,0.87,-0.11,0.57
-8.06,-21.95,-23.39,0.87,-0.10,0.57
-6.03,-20.67,-23.10,0.86,-0.09,0.57
-3.59,-19.44,-22.17,0.88,-0.09,0.56
-2.46,-17.37,-20.69,0.90,-0.10,0.55
-2.31,-16.69,-19.42,0.90,-0.11,0.55
-3.02,-17.62,-21.56,0.89,-0.11,0.55
-3.36,-15.53,-18.99,0.91,-0.11,0.56
-4.15,-13.33,-15.86,0.90,-0.10,0.56
-3.53,-11.33,-13.76,0.90,-0.10,0.55
-2.78,-8.90,-12.11,0.90,-0.08,0.55
-2.84,-8.24,-10.31,0.89,-0.09,0.53
-4.11,-7.05,-8.23,0.90,-0.10,0.54
-4.72,-6.60,-5.19,0.91,-0.10,0.54
-5.22,-6.81,-2.87,0.91,-0.11,0.52
-6.46,-6.84,-0.92,0.92,-0.10,0.53
-6.52,-6.53,3.51,0.94,-0.11,0.51
-7.10,-5.83,7.59,0.93,-0.13,0.52
-6.41,-4.24,10.00,0.92,-0.12,0.53
-4.41,-2.92,12.95,0.91,-0.09,0.54
-3.31,-2.08,13.85,0.90,-0.09,0.54
-3.85,-1.33,14.63,0.90,-0.09,0.54
-4.17,-1.68,11.82,0.89,-0.08,0.54
-3.07,-1.28,9.45,0.88,-0.06,0.53
-2.75,-2.20,7.10,0.87,-0.03,0.55
-1.68,-0.21,6.78,0.88,-0.03,0.54
-1.39,-0.53,5.59,0.88,-0.06,0.52
-0.56,2.09,4.43,0.88,-0.06,0.54
-0.05,3.01,4.67,0.87,-0.07,0.54
-0.17,1.74,4.46,0.89,-0.08,0.54
0.24,2.08,3.56,0.89,-0.07,0.54
0.61,3.27,3.89,0.90,-0.08,0.53
0.17,3.89,4.84,0.89,-0.08,0.53
0.29,4.31,4.72,0.89,-0.08,0.54
-0.02,3.30,3.36,0.88,-0.07,0.55
1.37,3.22,3.07,0.89,-0.09,0.54
2.37,2.87,2.99,0.88,-0.09,0.53
2.18,2.55,3.16,0.90,-0.09,0.53
1.65,3.15,2.32,0.90,-0.07,0.53
1.51,3.86,2.27,0.90,-0.10,0.54
0.92,3.18,2.08,0.89,-0.09,0.54
0.93,3.76,1.86,0.88,-0.09,0.55
1.01,3.97,1.89,0.88,-0.09,0.54
0.79,3.92,1.48,0.87,-0.09,0.54
1.40,4.02,1.25,0.88,-0.08,0.54
2.11,4.50,1.98,0.89,-0.08,0.54
2.82,4.41,2.47,0.89,-0.07,0.54
3.82,5.85,3.37,0.90,-0.04,0.53
6.41,5.89,1.59,0.87,0.03,0.54
12.00,5.80,-3.02,0.85,0.05,0.55
17.95,5.94,-7.79,0.84,0.03,0.56
21.28,3.62,-14.34,0.82,0.02,0.55
20.64,-0.92,-21.86,0.83,-0.02,0.56
18.53,-6.20,-29.10,0.83,-0.03,0.53
13.28,-6.15,-27.92,0.90,-0.03,0.55
12.44,4.73,-16.06,0.95,-0.08,0.54
17.65,14.18,-6.02,0.96,-0.14,0.53
16.92,13.50,1.63,0.94,-0.21,0.53
10.85,9.27,5.66,0.96,-0.23,0.55
9.92,5.69,7.48,0.94,-0.22,0.54
9.30,4.81,6.43,0.92,-0.20,0.56
7.92,5.42,7.82,0.91,-0.17,0.53
3.63,9.02,12.81,0.90,-0.15,0.53
4.37,8.50,14.03,0.89,-0.15,0.55
4.44,8.20,14.08,0.89,-0.13,0.55
3.42,9.08,15.79,0.89,-0.13,0.56
2.27,8.67,15.95,0.87,-0.12,0.56
2.40,8.55,16.52,0.88,-0.10,0.57
2.31,8.52,16.32,0.86,-0.09,0.58
3.27,7.40,13.39,0.86,-0.09,0.59
2.92,7.28,12.00,0.87,-0.09,0.59
1.71,7.63,12.23,0.87,-0.09,0.59
2.11,8.00,10.93,0.87,-0.10,0.58
