gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
1.39,0.26,-0.21,0.82,-0.09,0.65
1.39,0.23,-0.05,0.82,-0.09,0.66
1.51,0.46,0.08,0.83,-0.08,0.65
1.42,0.47,0.12,0.83,-0.08,0.66
1.25,0.27,0.06,0.83,-0.08,0.65
1.10,0.05,-0.18,0.83,-0.08,0.65
1.21,0.15,-0.03,0.83,-0.08,0.66
1.48,0.49,-0.08,0.82,-0.07,0.65
1.69,0.52,0.05,0.81,-0.07,0.64
1.85,0.47,0.02,0.82,-0.07,0.65
1.92,0.70,0.14,0.82,-0.07,0.66
1.73,0.41,0.12,0.82,-0.08,0.66
1.62,0.21,-0.17,0.82,-0.08,0.65
1.34,0.09,-0.34,0.82,-0.08,0.65
2.00,0.50,0.21,0.82,-0.07,0.65
2.02,0.24,0.27,0.83,-0.08,0.65
1.33,-0.03,-0.12,0.83,-0.08,0.65
0.73,-0.14,-0.98,0.82,-0.08,0.66
0.85,-0.14,-0.60,0.82,-0.08,0.66
0.96,0.38,-0.23,0.81,-0.08,0.65
1.16,0.85,-0.18,0.82,-0.07,0.66
1.25,1.07,-0.09,0.82,-0.07,0.66
1.48,0.76,-0.53,0.83,-0.07,0.66
1.42,0.27,-0.50,0.82,-0.07,0.66
1.65,0.27,-0.64,0.82,-0.08,0.65
1.76,0.14,-0.44,0.82,-0.07,0.65
1.97,0.41,-0.02,0.82,-0.07,0.66
1.63,0.26,0.12,0.82,-0.08,0.66
1.36,0.43,0.08,0.82,-0.07,0.66
1.34,0.41,-0.32,0.82,-0.07,0.65
1.37,0.50,0.06,0.82,-0.08,0.66
0.31,-0.14,-0.17,0.82,-0.07,0.65
-0.99,-1.88,-0.37,0.83,-0.09,0.66
-2.79,-4.32,-1.33,0.84,-0.10,0.66
-4.82,-7.37,-2.21,0.85,-0.10,0.66
-6.79,-10.24,-3.51,0.83,-0.10,0.66
-9.36,-14.76,-5.07,0.82,-0.11,0.66
-11.28,-19.16,-8.06,0.82,-0.10,0.65
-11.31,-24.95,-12.98,0.83,-0.10,0.65
-10.27,-31.15,-18.53,0.83,-0.12,0.64
-7.57,-33.82,-21.31,0.84,-0.12,0.63
-5.71,-34.50,-22.56,0.85,-0.09,0.60
-6.46,-33.59,-25.21,0.84,-0.06,0.63
-5.15,-29.05,-21.69,0.87,-0.06,0.61
-4.43,-25.04,-14.64,0.86,-0.05,0.61
-3.53,-24.99,-13.54,0.86,-0.03,0.61
-3.31,-21.74,-11.07,0.86,-0.04,0.62
-2.37,-17.76,-8.46,0.85,-0.05,0.61
-3.19,-15.11,-6.75,0.85,-0.04,0.61
-3.89,-13.10,-5.39,0.85,-0.05,0.61
-4.06,-10.64,-3.48,0.85,-0.05,0.60
-4.12,-8.64,-1.88,0.86,-0.05,0.60
-4.55,-6.38,-0.69,0.86,-0.06,0.60
-5.48,-5.05,0.32,0.86,-0.06,0.60
-5.74,-3.86,0.20,0.86,-0.06,0.60
-5.40,-3.25,0.03,0.86,-0.04,0.58
-3.88,-2.17,0.11,0.86,-0.04,0.59
-2.58,-1.27,0.38,0.87,-0.06,0.59
-2.55,-0.56,1.01,0.86,-0.06,0.60
-2.70,0.00,1.13,0.86,-0.06,0.59
-1.80,0.29,0.32,0.86,-0.05,0.59
-1.24,0.44,0.11,0.86,-0.06,0.59
-0.85,0.76,0.89,0.87,-0.05,0.59
-0.81,0.32,0.34,0.87,-0.06,0.58
-0.23,-0.34,-0.61,0.87,-0.04,0.59
1.04,-1.56,-2.41,0.86,-0.02,0.60
2.66,-0.17,-1.89,0.86,-0.04,0.62
3.50,-1.19,-1.48,0.86,-0.04,0.61
3.57,-2.27,-3.10,0.85,-0.04,0.63
5.08,-5.10,-6.56,0.84,-0.01,0.61
7.24,-7.48,-12.27,0.83,0.04,0.61
9.39,-6.31,-14.64,0.83,0.04,0.58
7.65,-6.89,-18.93,0.81,0.13,0.55
7.22,-1.11,-20.69,0.79,0.14,0.57
14.37,8.46,-15.95,0.79,0.11,0.57
17.68,18.09,-7.53,0.86,0.03,0.56
16.15,26.79,8.53,0.94,-0.01,0.58
6.24,29.08,30.98,0.96,-0.05,0.61
8.85,28.55,40.75,0.95,-0.15,0.60
4.44,17.10,33.27,0.92,-0.21,0.62
-5.25,8.90,35.16,0.95,-0.12,0.61
-6.09,5.34,32.89,0.91,-0.23,0.60
-7.04,2.17,27.94,0.87,-0.19,0.61
-3.42,1.34,27.27,0.84,-0.16,0.62
-7.76,0.53,22.61,0.82,-0.12,0.60
-8.50,1.08,19.98,0.84,-0.15,0.62
-4.99,-0.20,17.88,0.84,-0.14,0.59
-1.82,0.79,16.17,0.84,-0.13,0.61
0.40,3.50,16.37,0.85,-0.11,0.62
3.53,4.44,12.50,0.82,-0.11,0.62
5.28,4.81,11.21,0.84,-0.11,0.63
6.47,4.41,8.75,0.83,-0.11,0.61
6.17,6.00,5.89,0.83,-0.11,0.64
6.61,5.24,2.70,0.83,-0.10,0.61
5.74,6.72,2.75,0.84,-0.10,0.61
3.91,7.22,2.92,0.85,-0.10,0.62
3.56,5.08,4.02,0.86,-0.07,0.61
5.77,3.82,1.53,0.83,-0.10,0.62
7.24,2.81,-1.42,0.83,-0.10,0.63
7.97,3.97,-3.71,0.82,-0.11,0.60
7.97,3.94,-4.66,0.84,-0.10,0.62
8.53,4.89,-3.65,0.84,-0.10,0.62
9.19,6.29,-1.92,0.84,-0.10,0.61
10.11,7.19,-1.88,0.84,-0.09,0.63
10.76,8.06,-1.53,0.85,-0.08,0.62
8.96,7.56,-0.53,0.87,-0.09,0.63
8.08,5.40,-1.44,0.85,-0.10,0.62
7.94,4.70,-1.40,0.85,-0.10,0.62
8.79,3.47,-2.92,0.82,-0.10,0.63
10.27,4.60,-4.21,0.83,-0.10,0.62
13.36,6.09,-6.49,0.82,-0.10,0.63
15.19,7.27,-9.27,0.82,-0.10,0.63
14.60,8.27,-10.11,0.83,-0.10,0.64
10.84,9.62,-8.47,0.83,-0.08,0.63
5.60,10.95,-4.21,0.85,-0.08,0.66
-0.27,11.77,0.69,0.86,-0.10,0.66
-2.72,10.67,0.73,0.85,-0.08,0.64
-1.21,7.71,-2.79,0.83,-0.06,0.63
3.11,6.58,-4.99,0.82,-0.05,0.64
