gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
2,-12.08,-10.02,0.86,-0.06,0.62
-1.85,-10.49,-8.50,0.86,-0.06,0.62
-0.61,-9.21,-7.39,0.86,-0.06,0.61
-3.01,-9.30,-7.04,0.87,-0.06,0.60
-3.16,-10.11,-7.47,0.87,-0.07,0.61
-3.62,-10.18,-6.98,0.87,-0.07,0.61
-3.69,-9.92,-7.63,0.86,-0.05,0.59
-3.74,-9.28,-6.72,0.87,-0.06,0.61
-3.01,-7.92,-4.12,0.88,-0.07,0.59
-4.96,-9.02,-2.43,0.88,-0.08,0.60
-4.34,-7.56,-0.47,0.88,-0.09,0.59
-3.13,-5.01,2.99,0.88,-0.08,0.58
-2.93,-3.30,6.87,0.89,-0.06,0.58
-2.93,-2.84,8.02,0.87,-0.05,0.59
-3.37,-3.34,7.57,0.87,-0.04,0.59
-2.20,-2.87,5.69,0.85,-0.02,0.59
-1.18,-0.98,4.84,0.85,-0.02,0.58
-0.64,0.75,5.19,0.84,-0.02,0.59
-0.08,0.78,4.70,0.86,-0.04,0.59
-1.22,0.23,3.37,0.87,-0.04,0.59
-1.94,0.18,2.20,0.87,-0.05,0.59
-1.74,0.67,1.74,0.87,-0.05,0.59
-1.22,0.82,1.73,0.86,-0.04,0.60
-0.89,0.81,0.98,0.86,-0.05,0.59
-0.27,1.45,0.63,0.86,-0.04,0.60
0.20,2.27,1.25,0.86,-0.06,0.61
0.18,1.51,0.79,0.86,-0.07,0.59
-0.24,0.46,0.72,0.86,-0.06,0.59
-0.17,0.49,0.84,0.86,-0.05,0.59
0.73,0.95,0.85,0.86,-0.04,0.60
0.96,1.31,0.20,0.87,-0.05,0.59
1.27,0.85,-0.73,0.86,-0.06,0.58
1.50,0.75,-0.29,0.87,-0.06,0.59
1.40,0.58,-0.46,0.86,-0.06,0.58
1.86,0.56,-0.69,0.87,-0.06,0.59
1.92,0.24,-1.01,0.87,-0.06,0.59
1.47,0.20,-0.69,0.88,-0.07,0.59
1.04,0.00,-0.79,0.87,-0.07,0.59
1.16,0.58,-0.26,0.87,-0.07,0.59
1.27,0.43,0.24,0.87,-0.06,0.59
1.11,0.69,1.11,0.87,-0.05,0.60
1.05,0.55,0.53,0.86,-0.05,0.60
1.85,1.11,-0.02,0.86,-0.04,0.60
2.31,1.56,-0.47,0.86,-0.05,0.60
2.18,1.63,0.52,0.87,-0.05,0.60
1.33,0.43,-0.75,0.86,-0.02,0.59
0.37,-0.41,-1.60,0.86,0.00,0.59
-0.63,-3.53,-2.17,0.86,0.03,0.58
-0.02,-7.24,0.15,0.84,0.05,0.57
-0.90,-14.31,3.18,0.83,0.07,0.56
2.98,-12.73,5.53,0.84,0.09,0.56
11.39,-4.75,6.93,0.82,0.12,0.55
15.42,10.81,17.36,0.85,0.10,0.57
17.31,25.88,31.08,0.89,0.01,0.59
13.22,27.22,38.58,0.92,-0.14,0.61
5.65,13.48,30.38,0.94,-0.28,0.60
0.99,-1.48,15.51,0.91,-0.29,0.58
-1.13,-8.93,3.66,0.87,-0.22,0.60
-3.59,-2.06,3.39,0.84,-0.14,0.60
-3.82,-1.69,6.56,0.87,-0.13,0.64
-3.62,-8.41,6.96,0.89,-0.21,0.56
-5.48,-6.15,9.31,0.90,-0.17,0.59
-6.44,-5.83,7.08,0.86,-0.14,0.57
-7.63,-6.00,10.12,0.86,-0.12,0.58
-4.76,-4.47,9.65,0.84,-0.13,0.59
-0.76,-1.68,9.16,0.83,-0.14,0.61
1.74,0.17,7.30,0.83,-0.12,0.62
0.44,0.99,7.13,0.87,-0.10,0.61
0.31,3.89,8.93,0.86,-0.10,0.58
1.86,6.26,7.56,0.85,-0.12,0.59
1.95,6.23,8.21,0.87,-0.09,0.59
0.44,5.69,10.38,0.88,-0.10,0.60
1.89,4.29,7.27,0.85,-0.10,0.61
3.88,4.21,4.49,0.84,-0.12,0.62
6.43,3.04,0.99,0.84,-0.10,0.59
8.43,3.33,-2.50,0.82,-0.09,0.58
9.71,4.23,-2.92,0.85,-0.07,0.60
7.98,4.70,0.37,0.89,-0.07,0.61
3.11,2.82,5.69,0.90,-0.09,0.61
3.66,2.06,4.12,0.87,-0.09,0.59
8.44,2.95,0.67,0.83,-0.08,0.59
11.21,5.88,-0.12,0.84,-0.09,0.61
11.77,8.20,-0.44,0.85,-0.11,0.60
12.67,9.07,-1.80,0.85,-0.11,0.59
13.07,8.75,-2.50,0.86,-0.10,0.61
12.82,8.29,-2.60,0.86,-0.10,0.59
12.92,8.64,-3.42,0.85,-0.10,0.59
14.84,9.74,-5.21,0.85,-0.11,0.61
14.84,9.69,-5.94,0.85,-0.12,0.61
13.74,8.70,-8.63,0.85,-0.10,0.61
10.69,7.74,-6.03,0.88,-0.08,0.62
7.31,7.40,-0.14,0.89,-0.07,0.63
6.72,8.73,1.59,0.86,-0.09,0.62
10.37,9.28,0.64,0.84,-0.09,0.62
13.10,9.73,-1.94,0.83,-0.10,0.64
13.89,10.40,-6.20,0.81,-0.11,0.63
14.64,10.02,-10.31,0.82,-0.10,0.63
12.98,10.15,-10.99,0.84,-0.10,0.64
8.98,10.00,-8.85,0.85,-0.09,0.63
4.96,9.42,-5.76,0.86,-0.08,0.64
1.04,10.34,-2.46,0.86,-0.07,0.62
-0.87,9.85,-1.76,0.85,-0.05,0.62
-1.98,9.10,-2.03,0.85,-0.06,0.62
-0.49,9.76,-1.02,0.85,-0.06,0.63
0.55,8.79,-1.77,0.84,-0.05,0.62
0.81,6.55,-2.05,0.85,-0.04,0.62
0.73,5.36,-1.50,0.85,-0.04,0.62
-0.11,4.79,-0.53,0.84,-0.05,0.62
-0.60,4.78,-1.05,0.84,-0.05,0.63
-0.63,5.16,-0.87,0.84,-0.07,0.63
-0.20,4.38,-2.03,0.83,-0.06,0.64
-0.56,3.37,-1.53,0.84,-0.07,0.64
-1.07,3.51,-1.21,0.83,-0.07,0.64
-1.83,2.72,-1.62,0.83,-0.06,0.63
-1.36,2.15,-1.53,0.84,-0.06,0.64
-1.13,2.37,-1.56,0.82,-0.06,0.64
-0.20,3.01,-1.27,0.82,-0.05,0.64
0.05,2.55,-0.95,0.83,-0.06,0.63
-0.70,1.54,-0.78,0.84,-0.07,0.63
-1.44,0.85,-1.50,0.84,-0.07,0.63
-1.95,-0.41,-1.66,0.84,-0.08,0.64
-1.51,-1.74,-4.00,0.83,-0.06,0.64
-0.31,-1.11,-3.66,0.83,-0.06,0.64
0.58,0.29,-2.96,0.84,-0.06,0.64
0.93,1.25,-2.44,0.83,-0.06,0.64
1.16,1.40,-1.59,0.83,-0.07,0.65
1.60,1.19,-1.31,0.83,-0.07,0.64
1.95,0.92,-1.16,0.84,-0.06,0.63
1.89,0.41,-1.33,0.84,-0.06,0.64
1.71,0.15,-1.28,0.84,-0.06,0.63
1.57,0.23,-1.44,0.83,-0.06,0.64
1.48,0.31,-1.27,0.83,-0.07,0.64
1.83,0.56,-1.10,0.83,-0.06,0.64
2.00,0.96,-0.78,0.83,-0.07,0.64
1.88,1.34,-0.61,0.83,-0.07,0.64
2.00,1.76,-0.44,0.83,-0.07,0.64
1.73,1.69,-0.43,0.84,-0.07,0.65
1.77,1.15,-0.47,0.84,-0.07,0.64
1.77,0.98,-0.29,0.84,-0.07,0.64
1.63,0.69,-0.21,0.84,-0.07,0.64
1.77,0.82,-0.14,0.84,-0.06,0.64
1.63,0.78,-0.34,0.84,-0.06,0.64
1.40,0.95,0.11,0.83,-0.07,0.64
1.50,0.69,0.24,0.83,-0.07,0.64
1.53,0.82,-0.03,0.82,-0.07,0.64
1.71,0.93,0.37,0.83,-0.06,0.63
2.02,1.27,0.26,0.82,-0.07,0.64
1.94,1.08,0.41,0.83,-0.07,0.65
1.63,0.78,0.14,0.83,-0.06,0.64
1.51,0.63,0.18,0.83,-0.07,0.65
1.19,0.49,0.03,0.83,-0.07,0.64
2.31,1.02,0.58,0.83,-0.07,0.64
2.75,0.56,0.70,0.84,-0.06,0.64
1.77,-0.17,0.21,0.84,-0.07,0.64
0.90,0.38,-0.44,0.83,-0.07,0.65
0.84,0.60,-0.82,0.82,-0.07,0.65
1.48,1.24,-0.46,0.83,-0.07,0.65
2.27,1.37,-0.12,0.83,-0.06,0.64
2.11,1.37,-0.05,0.83,-0.06,0.64
1.66,0.82,-0.23,0.84,-0.06,0.64
1.48,0.43,-0.44,0.84,-0.06,0.64
1.50,0.15,-0.72,0.82,-0.07,0.64
1.88,0.37,-0.32,0.83,-0.07,0.64
1.97,0.18,-0.11,0.83,-0.07,0.64
1.62,0.52,0.03,0.83,-0.06,0.64
1.83,0.78,0.14,0.82,-0.06,0.64
1.77,0.76,-0.06,0.83,-0.07,0.65
1.48,0.58,-0.12,0.83,-0.07,0.64
1.51,0.69,-0.44,0.83,-0.06,0.64
1.62,0.55,-0.52,0.84,-0.07,0.64
1.36,0.61,-0.41,0.83,-0.07,0.64
1.51,0.46,-0.56,0.84,-0.07,0.65
1.40,0.49,-0.60,0.84,-0.07,0.65
1.54,0.43,-0.53,0.83,-0.07,0.64
1.11,0.44,-0.21,0.83,-0.07,0.64
1.16,0.17,-0.11,0.83,-0.07,0.64
1.40,0.27,-0.11,0.83,-0.07,0.64
1.50,0.29,-0.15,0.83,-0.06,0.65
1.74,0.60,-0.44,0.82,-0.06,0.64
1.73,0.78,-0.50,0.84,-0.06,0.64
1.60,0.31,-0.69,0.83,-0.06,0.64
