gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
1.69,-0.14,-0.21,0.77,-0.10,0.72
2.40,0.03,-0.47,0.77,-0.10,0.71
2.61,-0.49,-0.56,0.77,-0.11,0.71
2.41,-0.99,-0.09,0.77,-0.11,0.70
2.49,-1.01,0.40,0.78,-0.11,0.70
1.60,-0.60,0.52,0.79,-0.11,0.71
0.32,-0.49,-0.69,0.79,-0.11,0.69
-0.43,-0.53,-1.10,0.78,-0.11,0.71
-0.17,-1.45,-0.87,0.77,-0.12,0.72
-0.02,-1.63,-0.44,0.77,-0.11,0.71
0.56,-0.79,-0.08,0.77,-0.10,0.72
1.18,0.17,0.11,0.77,-0.11,0.71
0.96,0.12,0.14,0.78,-0.11,0.71
0.70,0.24,0.09,0.78,-0.11,0.71
0.85,0.47,0.03,0.78,-0.10,0.72
1.07,-0.03,0.11,0.78,-0.11,0.72
1.63,-0.78,0.08,0.78,-0.11,0.72
1.57,0.03,0.64,0.79,-0.10,0.71
1.44,-0.06,0.95,0.77,-0.11,0.71
1.28,0.03,0.60,0.78,-0.11,0.70
0.93,0.43,0.38,0.78,-0.12,0.70
0.63,0.69,0.41,0.77,-0.11,0.71
0.66,0.85,0.37,0.77,-0.11,0.72
0.60,0.98,0.26,0.77,-0.11,0.71
0.64,0.90,0.05,0.78,-0.11,0.71
0.69,0.78,-0.34,0.78,-0.11,0.72
0.82,0.26,-0.66,0.78,-0.10,0.70
1.08,0.11,-0.73,0.76,-0.11,0.71
1.34,0.21,-0.79,0.77,-0.11,0.71
1.59,0.40,-1.15,0.77,-0.11,0.71
1.86,0.70,-0.87,0.78,-0.10,0.71
2.20,-0.23,-1.21,0.78,-0.11,0.70
2.67,-1.57,-1.91,0.78,-0.11,0.72
3.02,-3.34,-2.37,0.77,-0.11,0.72
2.55,-6.38,-4.61,0.77,-0.10,0.72
0.58,-15.82,-11.39,0.75,-0.08,0.73
1.10,-24.47,-20.69,0.73,-0.06,0.74
3.51,-25.92,-23.42,0.77,-0.05,0.72
3.82,-25.74,-23.42,0.78,-0.08,0.69
2.73,-27.76,-25.60,0.79,-0.09,0.67
1.89,-32.40,-30.85,0.76,-0.09,0.64
3.44,-33.80,-34.35,0.77,-0.07,0.65
6.89,-31.16,-34.06,0.80,-0.06,0.64
4.31,-28.31,-34.67,0.79,-0.07,0.68
0.27,-29.01,-37.54,0.80,-0.06,0.68
-3.30,-27.54,-39.04,0.81,-0.09,0.69
-4.21,-25.04,-34.96,0.83,-0.09,0.69
-2.92,-18.40,-27.39,0.86,-0.09,0.65
-1.08,-7.92,-14.90,0.91,-0.10,0.61
-1.21,1.79,-1.19,0.92,-0.12,0.63
-4.03,7.59,8.67,0.91,-0.13,0.65
-4.37,10.82,14.78,0.87,-0.11,0.66
-1.74,15.21,19.56,0.85,-0.10,0.67
0.78,21.71,26.29,0.84,-0.09,0.68
3.74,26.89,31.85,0.82,-0.10,0.67
4.08,30.00,33.88,0.81,-0.10,0.67
2.38,31.21,32.43,0.79,-0.08,0.67
-0.41,30.08,29.42,0.78,-0.07,0.67
0.78,28.24,26.78,0.77,-0.07,0.68
2.47,25.68,25.57,0.76,-0.08,0.68
1.44,21.69,23.07,0.78,-0.07,0.68
0.60,17.89,17.80,0.77,-0.06,0.68
2.66,14.72,13.89,0.79,-0.07,0.69
3.59,11.36,13.13,0.78,-0.08,0.70
2.92,7.47,11.11,0.77,-0.08,0.70
3.86,5.36,9.40,0.77,-0.09,0.70
4.55,5.63,8.06,0.78,-0.08,0.70
5.47,5.15,6.18,0.78,-0.09,0.69
6.34,5.01,5.11,0.78,-0.09,0.70
6.73,3.40,3.77,0.78,-0.08,0.71
6.03,1.15,1.85,0.78,-0.09,0.70
5.30,-2.02,-0.11,0.79,-0.08,0.71
5.45,-3.02,-1.82,0.78,-0.08,0.72
7.62,-3.79,-2.64,0.78,-0.08,0.70
7.73,-4.69,-2.11,0.78,-0.10,0.70
7.47,-3.22,-1.66,0.79,-0.11,0.69
6.53,-2.52,-1.92,0.78,-0.11,0.69
5.56,-2.89,-2.47,0.79,-0.11,0.70
5.40,-2.00,-2.60,0.79,-0.10,0.71
3.69,-1.37,-1.08,0.79,-0.11,0.71
2.14,-1.54,-0.41,0.78,-0.10,0.71
2.44,-0.92,0.26,0.78,-0.10,0.71
3.44,1.40,2.31,0.79,-0.11,0.70
1.56,1.07,2.82,0.78,-0.10,0.70
0.46,0.73,2.61,0.78,-0.11,0.70
-0.55,0.76,2.66,0.78,-0.11,0.70
-0.98,0.05,2.70,0.79,-0.11,0.71
-1.01,0.08,3.28,0.79,-0.10,0.69
-0.87,-0.09,4.41,0.79,-0.10,0.69
-1.22,0.05,3.45,0.79,-0.09,0.69
-0.89,0.06,1.91,0.79,-0.10,0.70
-0.92,-0.32,1.74,0.78,-0.10,0.70
-0.26,0.44,1.88,0.78,-0.10,0.69
0.12,1.65,2.38,0.78,-0.11,0.70
-0.53,2.90,3.18,0.79,-0.11,0.70
-0.47,3.69,3.74,0.78,-0.10,0.70
-0.61,3.33,3.19,0.79,-0.11,0.71
0.20,3.59,2.75,0.78,-0.11,0.70
0.93,4.12,3.24,0.78,-0.11,0.70
-0.03,4.09,3.76,0.78,-0.11,0.70
-0.38,4.35,4.18,0.78,-0.11,0.70
-0.61,3.91,3.69,0.78,-0.11,0.70
-0.63,3.30,2.27,0.77,-0.12,0.70
-0.32,2.99,1.48,0.78,-0.11,0.71
-0.73,2.64,1.79,0.79,-0.11,0.71
-0.50,2.46,1.65,0.78,-0.10,0.71
-0.44,2.93,1.27,0.78,-0.12,0.70
-0.53,2.34,0.75,0.78,-0.12,0.70
-0.66,1.50,0.20,0.78,-0.11,0.71
-0.46,1.59,0.44,0.78,-0.11,0.71
-0.75,1.24,0.60,0.78,-0.10,0.70
-0.96,1.15,0.73,0.79,-0.10,0.70
-0.17,1.28,0.93,0.78,-0.10,0.72
-0.55,-0.24,0.41,0.79,-0.11,0.70
0.40,-0.18,-0.09,0.78,-0.10,0.72
0.96,-0.73,-0.35,0.78,-0.10,0.71
1.59,-0.70,-0.31,0.78,-0.10,0.71
1.82,-1.11,-0.35,0.78,-0.11,0.70
1.95,-0.66,-0.32,0.78,-0.11,0.70
2.29,0.29,-0.02,0.78,-0.11,0.70
2.03,0.53,-0.26,0.78,-0.12,0.71
1.86,0.79,-0.09,0.78,-0.11,0.70
1.82,1.33,-0.21,0.77,-0.12,0.70
1.50,1.92,0.14,0.78,-0.12,0.70
1.05,2.34,0.73,0.78,-0.11,0.70
0.66,3.02,0.21,0.78,-0.11,0.70
0.70,3.07,0.03,0.78,-0.12,0.70
0.63,3.15,-0.20,0.78,-0.12,0.70
0.41,3.31,-0.08,0.78,-0.11,0.71
0.32,3.28,-0.08,0.77,-0.11,0.70
0.34,2.90,0.17,0.78,-0.11,0.72
0.67,2.78,0.21,0.77,-0.11,0.71
0.35,2.89,0.37,0.77,-0.11,0.70
0.35,2.76,0.08,0.77,-0.12,0.70
0.53,2.55,-0.02,0.78,-0.11,0.71
0.27,2.41,0.06,0.78,-0.11,0.71
0.15,1.89,0.23,0.78,-0.11,0.71
0.26,1.71,0.08,0.78,-0.11,0.71
0.38,1.42,0.23,0.77,-0.12,0.72
0.50,1.15,0.32,0.78,-0.12,0.71
1.01,1.10,0.26,0.78,-0.12,0.71
1.05,0.64,0.11,0.78,-0.11,0.71
1.15,0.55,0.08,0.78,-0.11,0.72
0.85,0.21,-0.26,0.77,-0.12,0.71
1.08,0.37,-0.29,0.76,-0.11,0.72
1.71,0.61,-0.31,0.77,-0.11,0.71
1.51,0.52,-0.32,0.77,-0.11,0.71
1.19,0.63,-0.05,0.78,-0.12,0.71
0.75,0.79,-0.69,0.77,-0.12,0.71
0.69,0.27,-0.96,0.78,-0.12,0.71
1.08,-0.47,-1.50,0.78,-0.11,0.71
1.42,-0.92,-1.56,0.78,-0.10,0.72
