gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
1.08,0.27,0.27,0.85,-0.02,0.61
1.10,0.50,0.26,0.86,-0.02,0.60
1.10,0.46,0.38,0.85,-0.02,0.60
1.04,0.34,0.24,0.85,-0.02,0.61
1.10,0.14,0.34,0.86,-0.01,0.60
1.33,0.09,-0.02,0.85,-0.02,0.62
1.74,-0.09,0.31,0.85,-0.01,0.61
1.73,0.00,-0.26,0.85,-0.02,0.61
1.53,-0.47,-0.02,0.85,-0.02,0.62
1.21,-0.38,-0.56,0.86,-0.03,0.61
0.52,-0.31,-1.01,0.87,-0.03,0.61
0.34,-0.76,-0.90,0.85,-0.03,0.61
0.55,-1.13,-1.02,0.85,-0.01,0.61
0.52,-1.02,-1.24,0.85,-0.02,0.62
0.87,-0.38,-1.62,0.86,-0.01,0.61
0.89,0.11,-0.90,0.85,-0.03,0.61
0.81,0.14,-0.02,0.85,-0.03,0.62
0.96,0.14,0.21,0.85,-0.02,0.61
0.92,0.40,0.32,0.86,-0.01,0.60
1.10,0.53,0.43,0.86,-0.01,0.60
1.36,0.38,0.44,0.85,-0.01,0.62
1.80,-0.05,0.31,0.85,-0.01,0.61
1.98,-0.18,0.46,0.85,-0.01,0.61
2.02,-0.27,0.43,0.85,-0.02,0.61
1.59,-0.23,0.38,0.86,-0.03,0.60
1.34,0.02,0.03,0.85,-0.02,0.62
1.01,-0.47,-0.15,0.86,-0.02,0.61
0.89,-0.44,-0.03,0.85,-0.03,0.61
0.60,-0.75,0.08,0.85,-0.02,0.62
0.58,-0.84,-0.02,0.85,-0.03,0.61
0.23,-1.50,-0.47,0.85,-0.02,0.61
-0.84,-2.64,-1.31,0.85,-0.01,0.61
-0.79,-6.21,-2.15,0.85,-0.01,0.60
-0.23,-13.79,-1.73,0.85,-0.01,0.57
-0.93,-30.41,-5.50,0.81,-0.01,0.58
-2.67,-51.28,-16.27,0.80,0.01,0.60
-10.37,-70.69,-36.46,0.79,0.07,0.62
-9.80,-72.29,-57.65,0.78,0.14,0.65
-5.24,-66.15,-67.77,0.84,0.07,0.62
0.56,-53.77,-61.66,0.90,-0.02,0.59
-1.85,-45.79,-48.96,0.92,-0.04,0.52
-8.67,-48.15,-48.08,0.90,-0.02,0.53
-10.12,-42.50,-49.16,0.90,-0.00,0.52
-8.18,-35.24,-46.14,0.91,0.03,0.51
13.60,-8.21,-33.85,0.96,0.02,0.40
6.02,8.81,-27.37,0.95,0.00,0.48
-2.53,9.11,-24.76,0.92,-0.01,0.56
-12.03,-4.72,-20.63,0.91,0.00,0.57
-9.98,-11.01,-12.44,0.96,0.02,0.52
-1.97,-8.66,-6.06,0.96,0.03,0.51
0.79,-7.44,-3.68,0.93,0.06,0.53
-2.11,-11.10,-4.17,0.90,0.09,0.53
-0.90,-9.57,-4.50,0.89,0.09,0.53
1.33,-7.88,-4.09,0.91,0.08,0.51
2.40,-5.18,-2.23,0.91,0.07,0.52
1.59,-4.67,-0.11,0.92,0.05,0.51
2.58,-5.73,1.42,0.92,0.05,0.50
4.63,-5.97,4.26,0.93,0.04,0.52
5.04,-7.44,4.70,0.92,0.06,0.53
4.06,-8.08,3.28,0.91,0.07,0.52
4.32,-7.42,2.60,0.90,0.08,0.52
5.39,-7.47,1.45,0.90,0.08,0.51
5.74,-6.73,1.27,0.90,0.07,0.52
6.20,-5.71,1.83,0.91,0.06,0.51
6.47,-5.05,2.90,0.91,0.06,0.51
6.52,-5.07,2.72,0.91,0.06,0.51
6.87,-4.64,2.72,0.91,0.06,0.51
6.76,-3.86,3.16,0.91,0.05,0.51
5.28,-2.69,1.82,0.89,0.04,0.52
3.57,-0.12,1.62,0.89,0.04,0.51
2.38,2.70,2.55,0.90,0.04,0.50
1.34,3.85,3.21,0.90,0.05,0.50
0.84,4.38,3.42,0.91,0.04,0.50
0.84,4.67,4.73,0.92,0.05,0.51
0.29,4.96,5.88,0.92,0.04,0.50
-1.04,3.97,5.80,0.91,0.04,0.50
-1.62,3.18,3.83,0.90,0.05,0.52
-1.82,4.46,3.08,0.91,0.06,0.51
-1.62,6.49,5.07,0.91,0.05,0.51
-2.37,7.71,7.47,0.91,0.04,0.50
-4.08,9.15,9.79,0.92,0.04,0.52
-5.56,12.15,12.82,0.92,0.04,0.54
-7.21,18.02,17.85,0.93,0.02,0.56
-10.00,26.29,25.86,0.95,0.04,0.57
-10.24,36.02,35.91,0.96,0.06,0.56
-7.39,42.00,46.81,0.96,0.06,0.54
-3.24,40.15,53.42,0.96,0.05,0.52
-0.08,35.04,58.14,0.99,0.03,0.46
-2.63,33.68,62.44,0.99,0.01,0.49
-5.88,28.05,60.98,0.93,-0.02,0.48
-2.69,23.60,56.93,0.89,-0.00,0.42
-7.80,4.66,33.54,0.74,-0.09,0.60
-2.55,9.53,28.35,0.76,-0.02,0.59
-0.67,13.91,28.78,0.82,-0.01,0.56
0.79,15.39,24.78,0.82,-0.01,0.57
1.10,13.34,17.79,0.83,-0.03,0.56
2.50,9.85,12.15,0.84,-0.03,0.57
3.74,7.68,8.60,0.85,-0.03,0.57
4.79,4.11,5.94,0.86,-0.03,0.57
5.98,1.33,3.39,0.87,-0.03,0.57
4.50,3.77,1.62,0.86,-0.05,0.57
3.16,6.17,2.40,0.87,-0.07,0.57
2.49,5.63,4.03,0.89,-0.07,0.57
4.14,4.49,4.02,0.89,-0.06,0.58
4.63,4.76,4.15,0.88,-0.06,0.56
4.49,4.96,2.85,0.89,-0.07,0.57
4.08,4.73,1.95,0.88,-0.07,0.57
5.15,2.89,1.50,0.88,-0.05,0.58
5.42,2.79,0.23,0.87,-0.04,0.57
10.06,0.29,-1.68,0.87,-0.03,0.56
13.77,2.72,-3.44,0.85,-0.02,0.57
16.99,1.66,-7.95,0.85,-0.02,0.57
19.57,3.48,-11.07,0.85,-0.01,0.58
20.64,4.23,-13.08,0.86,-0.02,0.59
20.66,5.05,-13.13,0.87,-0.02,0.58
12.08,10.72,-14.63,0.82,-0.06,0.76
24.64,21.91,-2.06,0.85,0.07,0.53
17.98,17.60,-1.51,0.89,-0.07,0.55
11.66,14.02,-3.73,0.91,-0.10,0.57
8.35,10.85,-4.75,0.88,-0.09,0.58
8.29,7.85,-4.21,0.89,-0.06,0.58
7.45,9.28,0.82,0.88,-0.03,0.59
2.89,10.52,7.59,0.89,-0.03,0.59
