gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
1.45,0.40,-0.38,0.86,-0.12,0.60
0.98,0.14,-0.15,0.86,-0.13,0.60
0.72,-0.06,-0.99,0.85,-0.11,0.60
1.71,0.79,-0.05,0.86,-0.12,0.60
1.44,0.61,0.18,0.86,-0.12,0.59
0.66,0.26,-0.58,0.85,-0.12,0.60
1.01,0.55,-0.38,0.86,-0.12,0.60
1.01,0.69,-0.21,0.85,-0.12,0.60
1.08,0.85,0.18,0.86,-0.12,0.60
1.31,0.58,0.11,0.86,-0.13,0.60
1.16,0.53,-0.02,0.86,-0.13,0.60
1.16,0.49,-0.23,0.86,-0.13,0.60
0.92,0.23,0.26,0.86,-0.13,0.60
1.18,0.55,0.35,0.86,-0.12,0.60
1.27,0.55,0.24,0.86,-0.12,0.60
1.11,0.23,0.00,0.86,-0.13,0.59
0.79,-0.03,-0.14,0.85,-0.12,0.59
1.21,0.32,-0.18,0.84,-0.12,0.59
2.02,0.55,0.08,0.85,-0.12,0.59
1.45,0.09,0.18,0.86,-0.12,0.58
0.99,0.11,-0.24,0.87,-0.13,0.59
0.44,-0.38,-0.96,0.86,-0.13,0.60
0.32,-0.40,-1.34,0.86,-0.12,0.60
0.69,-0.23,-1.01,0.86,-0.11,0.59
1.02,0.09,-0.72,0.86,-0.11,0.60
1.11,0.44,-0.81,0.85,-0.12,0.60
1.27,0.81,-0.67,0.85,-0.12,0.60
1.57,0.70,-0.06,0.86,-0.13,0.59
1.62,0.31,-0.06,0.85,-0.12,0.59
1.82,0.06,-0.15,0.86,-0.12,0.59
1.80,-0.35,-0.58,0.86,-0.12,0.59
2.31,-0.64,-0.79,0.85,-0.12,0.60
1.95,-0.55,-0.66,0.85,-0.12,0.59
2.31,-0.76,-0.89,0.85,-0.12,0.60
2.26,-0.84,-1.40,0.85,-0.12,0.59
1.82,-0.93,-1.77,0.86,-0.12,0.61
1.28,-1.62,-2.75,0.86,-0.12,0.59
0.85,-2.46,-3.65,0.86,-0.12,0.59
0.75,-4.12,-4.70,0.86,-0.12,0.59
0.11,-6.92,-5.39,0.87,-0.11,0.58
-1.94,-12.15,-7.15,0.87,-0.12,0.58
-4.35,-18.14,-11.13,0.86,-0.09,0.57
-5.73,-23.31,-15.16,0.85,-0.10,0.59
-7.04,-30.09,-19.40,0.85,-0.10,0.59
-8.35,-31.79,-22.38,0.85,-0.09,0.60
-8.84,-31.45,-23.76,0.85,-0.11,0.59
-9.51,-31.76,-24.52,0.86,-0.10,0.57
-9.33,-30.61,-24.96,0.88,-0.10,0.57
-8.46,-28.66,-24.24,0.88,-0.11,0.56
-7.08,-27.91,-24.18,0.87,-0.10,0.55
-5.39,-27.42,-25.24,0.88,-0.10,0.54
-3.44,-24.61,-23.10,0.90,-0.11,0.54
-3.97,-22.96,-23.24,0.89,-0.10,0.54
-1.16,-20.06,-22.60,0.91,-0.10,0.54
-0.06,-19.16,-19.83,0.92,-0.10,0.54
-0.08,-16.99,-18.11,0.91,-0.11,0.52
-0.72,-14.14,-13.65,0.92,-0.12,0.53
-1.44,-11.71,-10.24,0.91,-0.11,0.53
-2.12,-11.37,-9.40,0.91,-0.10,0.52
-3.08,-9.69,-8.32,0.91,-0.08,0.54
-4.21,-9.86,-6.00,0.92,-0.09,0.52
-7.77,-11.31,-5.19,0.92,-0.10,0.53
