gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0.85,0.02,-0.60,0.82,-0.10,0.64
0.98,0.95,-0.05,0.82,-0.09,0.64
0.96,1.47,-0.12,0.82,-0.10,0.64
1.19,1.07,0.08,0.82,-0.09,0.64
1.45,0.34,-0.05,0.82,-0.09,0.65
1.89,-0.02,0.03,0.83,-0.09,0.65
2.05,-0.27,0.08,0.83,-0.10,0.65
1.88,-0.18,0.38,0.83,-0.09,0.65
1.62,0.20,0.37,0.83,-0.10,0.64
1.48,0.55,0.35,0.83,-0.10,0.65
1.31,0.63,0.27,0.83,-0.10,0.64
1.19,0.76,0.49,0.82,-0.10,0.65
0.81,0.53,0.18,0.83,-0.10,0.64
0.66,0.29,-0.06,0.82,-0.09,0.65
0.44,0.64,-0.21,0.83,-0.09,0.65
0.32,0.56,-0.44,0.83,-0.09,0.64
0.60,0.31,-0.37,0.82,-0.10,0.64
0.96,0.02,-0.34,0.82,-0.09,0.64
0.98,0.14,-0.26,0.82,-0.09,0.64
1.16,0.35,-0.43,0.82,-0.10,0.64
1.53,0.21,0.11,0.83,-0.09,0.65
1.40,0.15,-0.05,0.82,-0.09,0.64
1.39,0.12,0.08,0.83,-0.10,0.65
1.48,0.18,0.34,0.82,-0.10,0.65
1.63,0.09,0.79,0.83,-0.10,0.63
1.33,0.50,0.41,0.83,-0.10,0.64
0.95,0.72,-0.44,0.83,-0.09,0.65
0.96,0.05,-0.64,0.82,-0.10,0.66
1.31,-0.44,-0.26,0.82,-0.10,0.65
1.53,-0.35,-0.06,0.82,-0.10,0.65
1.27,0.31,-0.37,0.83,-0.10,0.64
1.39,1.02,-0.31,0.82,-0.10,0.64
1.30,1.11,0.02,0.82,-0.10,0.65
1.21,0.85,-0.24,0.82,-0.09,0.64
1.56,0.27,-0.55,0.83,-0.09,0.65
1.91,-0.20,-0.15,0.83,-0.09,0.64
1.79,-0.53,-0.08,0.83,-0.10,0.65
1.66,-0.76,-0.11,0.83,-0.10,0.64
1.92,-0.70,-0.11,0.83,-0.09,0.64
1.73,-0.66,-0.02,0.82,-0.10,0.65
1.51,-0.69,-0.08,0.83,-0.10,0.65
1.45,-0.38,-0.12,0.83,-0.09,0.65
1.88,-0.35,-0.37,0.83,-0.10,0.65
1.73,-0.49,-0.43,0.83,-0.09,0.65
1.59,-0.26,-0.63,0.82,-0.10,0.65
1.92,-0.20,-1.18,0.83,-0.09,0.64
1.83,-0.52,-1.66,0.82,-0.10,0.65
1.89,-0.92,-2.52,0.82,-0.09,0.65
2.03,-1.53,-3.86,0.82,-0.09,0.65
1.60,-2.61,-4.61,0.82,-0.08,0.65
0.46,-5.19,-6.66,0.82,-0.08,0.65
0.89,-7.08,-8.18,0.81,-0.07,0.64
0.67,-10.95,-10.00,0.82,-0.09,0.64
-1.19,-17.07,-13.11,0.81,-0.10,0.63
-2.52,-27.39,-18.66,0.80,-0.10,0.61
0.84,-32.34,-23.33,0.82,-0.05,0.61
0.52,-32.99,-27.86,0.82,-0.03,0.59
0.78,-34.66,-32.63,0.83,-0.05,0.61
-2.14,-36.55,-36.99,0.83,-0.05,0.63
-4.52,-34.20,-40.41,0.83,-0.06,0.61
-4.38,-28.56,-38.72,0.84,-0.06,0.62
-0.37,-19.82,-30.70,0.90,-0.07,0.61
2.66,-7.74,-18.00,0.91,-0.12,0.59
1.89,-1.07,-4.37,0.92,-0.13,0.60
-1.05,3.94,4.63,0.91,-0.11,0.61
-2.63,6.82,8.37,0.90,-0.10,0.60
-0.64,9.60,12.29,0.90,-0.08,0.61
3.86,16.41,19.27,0.91,-0.10,0.61
4.78,25.07,31.21,0.91,-0.13,0.61
-0.38,28.37,36.90,0.87,-0.13,0.62
-2.81,28.92,34.69,0.83,-0.09,0.62
-1.97,31.44,31.92,0.82,-0.07,0.63
-0.87,30.78,30.05,0.81,-0.08,0.63
-1.24,27.53,26.76,0.80,-0.07,0.62
-1.34,24.34,22.78,0.81,-0.06,0.61
-0.37,19.37,18.47,0.83,-0.06,0.61
-0.26,15.40,14.56,0.83,-0.07,0.63
0.27,11.54,11.42,0.81,-0.08,0.64
1.65,9.13,10.15,0.81,-0.08,0.64
2.15,7.19,9.15,0.82,-0.08,0.65
4.11,7.36,7.31,0.82,-0.08,0.64
5.04,7.83,6.82,0.83,-0.09,0.64
5.11,6.20,5.39,0.82,-0.10,0.65
7.10,3.77,2.89,0.82,-0.10,0.64
8.67,2.76,1.25,0.82,-0.08,0.64
8.70,0.21,0.00,0.83,-0.08,0.66
8.70,-4.56,-4.73,0.82,-0.07,0.65
11.60,-2.58,-3.33,0.83,-0.08,0.65
10.99,-2.17,-3.16,0.80,-0.10,0.66
8.64,-5.15,-5.07,0.80,-0.11,0.66
8.93,-6.27,-6.76,0.82,-0.09,0.65
8.21,-3.85,-6.06,0.83,-0.09,0.65
6.82,-2.99,-4.85,0.84,-0.09,0.65
4.95,-1.45,-3.44,0.83,-0.10,0.65
2.41,0.46,-1.50,0.84,-0.11,0.66
0.66,0.41,-0.05,0.83,-0.11,0.66
-0.26,-0.05,-0.60,0.83,-0.10,0.65
-0.18,1.15,0.31,0.84,-0.10,0.64
-1.22,1.77,1.47,0.83,-0.11,0.64
-3.42,2.09,2.12,0.82,-0.11,0.64
-3.59,1.91,1.44,0.83,-0.09,0.64
-2.93,2.32,0.95,0.83,-0.09,0.64
-2.96,1.98,0.76,0.83,-0.09,0.64
-2.12,1.16,0.55,0.83,-0.09,0.63
-1.48,0.89,0.35,0.83,-0.09,0.64
-0.92,-0.24,-0.37,0.83,-0.09,0.65
-0.66,-1.10,-0.40,0.83,-0.09,0.64
0.11,-1.28,-0.35,0.83,-0.09,0.64
0.46,-1.51,-0.69,0.83,-0.09,0.64
0.84,-1.05,-1.66,0.83,-0.10,0.64
1.18,-0.20,-0.55,0.82,-0.10,0.64
1.44,0.37,-0.32,0.82,-0.10,0.64
1.51,0.40,-0.78,0.82,-0.10,0.64
1.60,1.19,-1.27,0.83,-0.09,0.63
1.95,1.80,-1.51,0.83,-0.09,0.63
2.23,0.89,-1.05,0.84,-0.10,0.64
2.14,-0.38,-0.93,0.83,-0.10,0.65
2.37,-0.82,-1.15,0.82,-0.09,0.64
2.53,-0.08,-0.89,0.82,-0.10,0.64
2.38,0.38,-0.40,0.83,-0.09,0.64
2.43,0.63,-0.84,0.83,-0.09,0.64
2.67,1.10,-0.38,0.82,-0.09,0.65
2.09,0.79,-0.26,0.83,-0.09,0.64
2.37,0.14,-0.64,0.83,-0.09,0.65
2.82,0.32,-0.73,0.83,-0.09,0.65
2.44,-0.43,-0.20,0.83,-0.09,0.64
2.21,-1.02,-0.50,0.83,-0.09,0.65
2.26,-0.89,-0.49,0.83,-0.09,0.64
2.08,-1.04,-0.43,0.83,-0.10,0.65
1.92,-0.61,0.09,0.83,-0.10,0.63
1.28,-0.73,0.43,0.83,-0.09,0.64
1.13,-0.87,-0.44,0.83,-0.10,0.65
0.96,-1.08,-0.66,0.83,-0.09,0.66
0.90,-0.99,-0.70,0.84,-0.09,0.65
0.79,-1.16,-0.58,0.83,-0.10,0.64
0.40,-1.63,-1.15,0.82,-0.09,0.65
0.49,-1.02,-1.31,0.83,-0.09,0.64
0.50,0.29,-0.40,0.82,-0.09,0.64
0.79,1.33,0.72,0.83,-0.10,0.64
0.63,1.19,1.11,0.82,-0.10,0.64
0.40,1.40,0.95,0.83,-0.09,0.65
0.75,1.50,0.38,0.82,-0.10,0.64
0.90,1.15,0.72,0.83,-0.09,0.64
0.85,1.08,0.85,0.83,-0.10,0.64
0.61,0.95,0.49,0.83,-0.10,0.64
0.93,1.15,0.35,0.83,-0.10,0.64
0.90,1.88,0.63,0.82,-0.09,0.65
0.73,1.54,0.75,0.82,-0.10,0.64
0.26,0.89,0.11,0.82,-0.09,0.63
0.49,0.73,-0.55,0.82,-0.09,0.65
1.01,0.69,-0.53,0.83,-0.10,0.64
0.96,0.84,0.00,0.83,-0.10,0.65
0.73,0.43,-0.44,0.82,-0.10,0.65
0.56,-0.03,-0.44,0.83,-0.10,0.65
0.55,-0.23,-0.47,0.82,-0.09,0.64
0.76,-0.15,-0.44,0.83,-0.09,0.64
0.84,-0.06,-0.66,0.82,-0.10,0.65
0.79,-0.23,-0.38,0.83,-0.10,0.64
0.81,-0.21,-0.34,0.83,-0.10,0.65
1.05,0.08,-0.49,0.83,-0.10,0.64
0.78,0.20,-0.24,0.82,-0.10,0.65
0.92,0.14,-0.35,0.82,-0.09,0.65
1.28,0.41,-0.06,0.83,-0.10,0.65
1.19,0.32,-0.14,0.83,-0.10,0.65
1.33,0.23,-0.24,0.83,-0.10,0.65
1.47,-0.11,-0.32,0.83,-0.10,0.65
1.65,-0.38,0.03,0.83,-0.10,0.64
2.06,-0.49,-0.26,0.83,-0.10,0.64
1.91,-0.43,-0.08,0.83,-0.10,0.65
1.42,-0.64,-0.20,0.83,-0.10,0.64
1.79,-0.98,-0.21,0.83,-0.09,0.64
2.31,-0.85,-0.41,0.82,-0.09,0.64
2.32,-0.96,0.12,0.83,-0.09,0.64
2.20,-1.16,0.02,0.82,-0.10,0.64
1.42,-0.81,-0.53,0.83,-0.10,0.63
0.89,-0.49,-0.72,0.84,-0.11,0.64
0.53,-1.25,-0.73,0.83,-0.10,0.64
0.67,-1.62,-0.81,0.83,-0.09,0.64
1.30,-1.28,-1.24,0.83,-0.08,0.64
1.27,-0.84,-1.13,0.83,-0.09,0.65
1.08,-1.01,-0.85,0.83,-0.10,0.65
1.21,-1.53,-0.44,0.82,-0.10,0.65
1.40,-1.07,-0.15,0.83,-0.10,0.64
1.39,-0.43,0.26,0.82,-0.09,0.64
1.31,-0.03,0.00,0.82,-0.09,0.64
1.31,-0.18,-0.06,0.83,-0.09,0.64
1.54,-0.12,0.03,0.83,-0.09,0.64
1.60,-0.52,-0.15,0.83,-0.09,0.63
1.80,-0.84,-0.09,0.83,-0.10,0.63
1.91,-0.67,-0.37,0.83,-0.10,0.64
1.57,-0.20,-0.03,0.83,-0.10,0.64
1.47,0.29,-0.20,0.83,-0.10,0.64
1.47,0.99,-0.18,0.82,-0.10,0.64
1.13,0.81,-0.23,0.82,-0.10,0.64
1.15,1.13,-0.41,0.83,-0.10,0.64
1.10,1.04,-0.90,0.82,-0.09,0.64
1.21,0.95,-1.05,0.83,-0.09,0.64
1.21,0.93,-0.75,0.83,-0.09,0.65
1.07,0.89,-0.63,0.83,-0.09,0.63
1.33,0.96,-0.64,0.83,-0.09,0.64
1.45,1.18,-0.50,0.83,-0.09,0.64
1.39,1.40,-0.21,0.83,-0.09,0.64
1.45,1.25,0.06,0.83,-0.09,0.64
1.56,1.10,-0.55,0.83,-0.10,0.64
1.25,0.79,-0.58,0.83,-0.10,0.64
1.56,0.67,0.24,0.83,-0.10,0.64
1.63,0.63,0.08,0.83,-0.09,0.63
1.34,1.05,-0.06,0.84,-0.09,0.64
0.93,1.19,-0.53,0.83,-0.09,0.64
1.02,0.06,-0.73,0.83,-0.09,0.65
1.15,-0.64,-0.66,0.83,-0.10,0.65
1.24,-0.18,-0.64,0.82,-0.09,0.65
0.98,0.81,-0.29,0.83,-0.09,0.65
0.66,1.27,0.00,0.83,-0.09,0.63
0.70,1.69,0.12,0.82,-0.09,0.64
1.10,1.88,0.11,0.83,-0.09,0.64
1.27,1.27,0.38,0.83,-0.09,0.64
1.48,0.70,0.56,0.84,-0.09,0.64
1.57,0.26,0.72,0.83,-0.09,0.64
1.42,-0.32,-0.08,0.82,-0.09,0.65
1.42,-0.38,0.26,0.82,-0.09,0.64
1.30,-0.34,0.43,0.83,-0.10,0.64
1.37,-0.55,0.00,0.83,-0.10,0.64
1.13,-0.78,-0.40,0.82,-0.10,0.65
1.01,-0.87,-0.52,0.82,-0.09,0.64
1.01,-1.01,-0.31,0.83,-0.09,0.64
0.82,-0.95,-0.46,0.83,-0.09,0.64
0.89,-0.92,-0.73,0.83,-0.09,0.64
1.19,-0.93,-0.81,0.83,-0.10,0.65
1.15,-0.70,-0.67,0.82,-0.10,0.64
1.28,-0.53,-0.79,0.83,-0.10,0.64
1.45,-0.40,-0.61,0.82,-0.09,0.64
1.47,-0.29,-0.55,0.83,-0.09,0.64
1.36,-0.55,-0.58,0.83,-0.10,0.64
1.54,-0.69,-0.60,0.83,-0.09,0.64
1.92,-0.73,-0.67,0.84,-0.09,0.64
1.97,-0.60,-0.35,0.83,-0.09,0.64
1.80,-0.55,-0.40,0.83,-0.09,0.64
1.74,-0.06,-0.20,0.83,-0.09,0.64
1.77,-0.23,-0.46,0.82,-0.09,0.64
1.86,0.23,-0.06,0.83,-0.09,0.64
1.27,0.84,-0.06,0.82,-0.10,0.64
1.36,1.56,-0.34,0.83,-0.10,0.64
1.05,1.85,-0.15,0.83,-0.09,0.64
1.19,0.93,-0.09,0.84,-0.10,0.64
1.16,0.43,-0.34,0.84,-0.09,0.64
1.21,-0.14,-0.55,0.83,-0.10,0.64
1.44,-0.35,-0.64,0.83,-0.09,0.64
1.74,-0.41,0.09,0.84,-0.10,0.65
1.40,0.03,0.11,0.83,-0.09,0.65
1.28,0.53,-0.02,0.83,-0.10,0.64
1.50,0.56,0.15,0.83,-0.09,0.64
1.36,0.40,-0.09,0.83,-0.09,0.64
1.56,-0.17,-0.12,0.83,-0.09,0.64
1.44,-0.24,-0.29,0.83,-0.09,0.64
1.50,0.20,-0.14,0.83,-0.09,0.64
1.16,0.69,-0.18,0.82,-0.10,0.64
1.22,0.76,0.03,0.83,-0.10,0.65
1.27,0.55,-0.32,0.83,-0.09,0.64
1.13,0.58,0.21,0.83,-0.09,0.64
1.08,-0.03,0.08,0.83,-0.09,0.64
1.04,-0.21,-0.03,0.83,-0.10,0.64
1.31,-0.08,-0.06,0.83,-0.09,0.63
1.42,0.56,0.34,0.83,-0.09,0.65
1.11,0.79,0.53,0.82,-0.09,0.65
0.73,0.96,0.38,0.83,-0.09,0.64
0.55,0.73,0.18,0.83,-0.09,0.64
1.07,0.87,0.09,0.82,-0.09,0.64
1.48,0.32,0.02,0.83,-0.09,0.64
1.45,0.44,0.46,0.83,-0.09,0.64
0.85,0.66,0.06,0.84,-0.10,0.65
0.20,0.43,-0.70,0.84,-0.10,0.64
0.26,0.20,-0.60,0.84,-0.10,0.63
0.34,-0.66,-0.66,0.83,-0.10,0.64
0.60,-0.61,-0.67,0.83,-0.08,0.64
0.69,-0.17,-0.93,0.83,-0.08,0.64
0.73,-0.08,-1.30,0.83,-0.10,0.64
1.04,-0.60,-1.08,0.83,-0.10,0.65
1.01,-0.32,-0.55,0.82,-0.10,0.65
1.05,0.53,-0.15,0.83,-0.09,0.64
0.69,0.81,0.38,0.83,-0.09,0.64
1.39,1.22,0.32,0.83,-0.09,0.63
1.13,0.98,0.03,0.83,-0.09,0.65
1.57,-0.29,0.31,0.84,-0.09,0.64
1.71,-0.73,0.11,0.83,-0.10,0.63
1.89,-0.84,0.12,0.83,-0.10,0.64
1.53,-0.98,0.05,0.83,-0.10,0.64
1.66,-0.89,-0.18,0.83,-0.10,0.64
1.60,-0.32,-0.17,0.83,-0.10,0.65
1.44,-0.34,-0.27,0.83,-0.10,0.64
1.36,0.02,0.02,0.83,-0.10,0.64
1.18,0.18,0.18,0.82,-0.10,0.64
1.16,0.40,-0.31,0.83,-0.09,0.64
1.31,0.61,-0.35,0.83,-0.09,0.64
1.51,0.35,-0.37,0.83,-0.09,0.64
1.53,0.35,-0.32,0.83,-0.09,0.64
1.50,-0.05,-0.18,0.83,-0.09,0.64
1.74,-0.17,-0.31,0.83,-0.09,0.64
2.17,0.23,0.14,0.83,-0.08,0.64
1.77,-0.24,0.12,0.83,-0.09,0.64
1.85,-0.37,-0.23,0.83,-0.10,0.63
