gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0.84,1.53,-1.05,0.79,-0.11,0.71
1.11,2.18,-0.29,0.79,-0.12,0.70
0.99,2.29,0.46,0.78,-0.11,0.71
0.93,2.32,-0.11,0.78,-0.12,0.71
1.19,2.49,0.15,0.78,-0.11,0.71
0.79,2.23,0.21,0.79,-0.12,0.70
0.69,2.03,0.18,0.78,-0.11,0.70
0.50,2.20,0.09,0.78,-0.12,0.70
0.24,1.98,0.24,0.78,-0.12,0.71
0.49,2.12,0.40,0.78,-0.12,0.70
0.20,2.35,0.52,0.78,-0.12,0.70
0.09,2.20,0.60,0.78,-0.12,0.69
0.18,2.00,0.82,0.78,-0.12,0.70
-0.20,1.39,0.46,0.78,-0.12,0.71
0.05,1.36,0.43,0.78,-0.12,0.70
0.20,1.21,0.00,0.78,-0.12,0.71
0.23,1.28,-0.12,0.78,-0.12,0.70
0.29,1.53,0.55,0.77,-0.12,0.71
0.11,1.04,0.31,0.78,-0.12,0.70
0.44,0.93,0.02,0.78,-0.11,0.70
0.75,-0.09,-0.76,0.77,-0.11,0.71
1.19,0.49,-0.75,0.78,-0.12,0.70
1.37,0.73,-0.41,0.77,-0.12,0.70
1.74,1.28,-0.20,0.78,-0.12,0.70
1.65,0.90,-0.31,0.78,-0.12,0.71
1.79,0.67,-0.56,0.78,-0.12,0.70
2.02,0.60,-0.81,0.78,-0.12,0.70
2.26,0.18,-0.69,0.78,-0.12,0.70
2.06,-0.61,-0.90,0.78,-0.12,0.71
2.08,-0.99,-1.59,0.79,-0.12,0.71
2.06,-1.08,-1.89,0.78,-0.12,0.70
1.88,-1.63,-2.55,0.78,-0.12,0.70
1.21,-1.83,-3.22,0.78,-0.11,0.70
0.73,-2.12,-3.31,0.78,-0.12,0.71
2.00,-2.87,-3.25,0.78,-0.12,0.71
5.25,-5.19,-2.66,0.78,-0.10,0.69
7.22,-6.40,-1.95,0.78,-0.11,0.68
6.82,-8.29,-4.02,0.77,-0.10,0.69
5.92,-9.86,-7.62,0.77,-0.11,0.71
5.05,-11.33,-9.31,0.78,-0.10,0.70
4.92,-12.95,-10.92,0.77,-0.09,0.71
4.73,-16.12,-13.95,0.76,-0.09,0.70
5.44,-19.68,-17.88,0.77,-0.08,0.70
5.22,-22.18,-22.44,0.77,-0.07,0.69
4.72,-24.98,-26.76,0.78,-0.08,0.69
3.69,-24.76,-28.70,0.79,-0.08,0.69
2.84,-22.64,-28.23,0.81,-0.09,0.67
0.85,-23.01,-26.82,0.81,-0.09,0.67
0.17,-24.41,-26.84,0.80,-0.10,0.68
-0.82,-23.74,-26.90,0.82,-0.09,0.66
-3.13,-20.66,-26.72,0.82,-0.09,0.67
-4.95,-16.17,-22.18,0.82,-0.10,0.68
-4.69,-12.14,-14.35,0.81,-0.12,0.66
-5.50,-5.22,-6.63,0.84,-0.12,0.65
-7.88,0.56,-2.03,0.87,-0.12,0.63
-7.95,5.59,1.22,0.88,-0.10,0.64
-5.73,9.57,4.18,0.87,-0.09,0.65
-3.77,11.60,7.27,0.85,-0.09,0.66
-0.15,13.25,10.87,0.84,-0.08,0.67
4.09,18.82,16.75,0.85,-0.09,0.66
6.29,24.14,22.70,0.84,-0.11,0.66
6.64,26.87,25.97,0.81,-0.12,0.68
5.51,28.24,27.86,0.80,-0.11,0.67
2.08,27.21,27.82,0.78,-0.09,0.68
-0.11,23.68,24.52,0.77,-0.06,0.68
0.18,20.35,20.32,0.78,-0.06,0.69
1.07,15.74,15.39,0.76,-0.05,0.69
2.29,13.51,12.31,0.78,-0.06,0.69
2.20,12.63,11.69,0.77,-0.09,0.70
0.73,10.56,10.79,0.78,-0.10,0.69
-0.05,8.76,7.95,0.78,-0.10,0.69
0.17,7.80,6.32,0.78,-0.09,0.69
0.93,6.41,5.02,0.78,-0.11,0.70
1.44,4.96,3.31,0.77,-0.09,0.71
2.00,3.92,2.17,0.78,-0.09,0.70
2.72,2.26,-0.35,0.78,-0.09,0.71
5.10,1.51,-1.13,0.78,-0.09,0.70
6.29,1.71,-0.38,0.78,-0.10,0.70
5.68,2.49,1.40,0.78,-0.11,0.70
5.30,1.54,2.93,0.79,-0.11,0.69
5.48,0.63,1.82,0.77,-0.09,0.71
6.75,0.67,-0.44,0.78,-0.09,0.71
7.15,0.21,0.38,0.78,-0.10,0.70
5.85,-0.96,1.85,0.78,-0.11,0.70
5.24,-2.34,1.22,0.79,-0.11,0.69
4.81,-2.70,0.06,0.80,-0.11,0.70
3.42,-1.85,0.05,0.80,-0.12,0.70
2.26,-1.82,0.87,0.79,-0.12,0.71
