gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
-0.35,1.36,0.21,0.88,-0.10,0.54
-0.27,1.59,0.69,0.88,-0.10,0.55
-0.09,1.45,0.27,0.89,-0.11,0.54
0.40,1.21,0.29,0.89,-0.10,0.54
0.43,1.16,0.87,0.89,-0.10,0.54
0.29,1.48,1.59,0.88,-0.11,0.54
0.50,1.71,1.07,0.88,-0.11,0.54
0.66,0.60,0.70,0.89,-0.10,0.53
0.78,1.15,1.21,0.89,-0.11,0.55
0.35,0.81,1.39,0.88,-0.11,0.54
0.89,0.35,1.54,0.88,-0.11,0.55
1.30,0.52,1.50,0.88,-0.11,0.54
0.75,0.67,1.34,0.89,-0.11,0.54
-0.12,0.64,0.95,0.89,-0.11,0.55
0.03,0.03,-0.09,0.89,-0.11,0.55
0.66,-0.67,-0.35,0.89,-0.10,0.54
1.27,-0.23,-0.03,0.89,-0.10,0.54
1.02,0.31,-0.08,0.88,-0.10,0.54
1.30,0.31,-0.43,0.88,-0.11,0.55
1.25,0.17,-0.21,0.89,-0.12,0.55
1.48,-0.61,0.17,0.88,-0.11,0.54
1.50,-0.56,0.14,0.88,-0.10,0.54
1.50,0.11,-0.31,0.88,-0.10,0.53
1.51,0.50,-0.26,0.89,-0.10,0.54
1.05,-0.11,-0.37,0.88,-0.10,0.53
1.57,-0.96,-0.90,0.88,-0.11,0.54
1.80,-1.44,-0.66,0.89,-0.10,0.55
1.71,-1.57,-0.70,0.88,-0.11,0.55
1.50,-1.48,-1.18,0.89,-0.11,0.55
1.66,-0.87,-0.95,0.89,-0.11,0.54
1.19,-0.73,-0.52,0.89,-0.12,0.54
0.23,-0.09,-0.09,0.89,-0.11,0.54
1.13,-0.79,-0.43,0.89,-0.11,0.53
1.02,-0.27,-0.17,0.88,-0.11,0.54
0.82,0.49,-0.06,0.89,-0.10,0.54
0.49,-0.03,-0.11,0.89,-0.10,0.55
0.56,-0.02,0.46,0.90,-0.10,0.54
0.99,-0.05,0.09,0.89,-0.11,0.55
1.24,-0.58,-0.14,0.89,-0.11,0.54
1.30,-0.44,-0.14,0.89,-0.11,0.53
1.10,-0.37,0.14,0.88,-0.10,0.54
1.24,-0.08,0.14,0.89,-0.12,0.54
1.11,0.18,0.31,0.88,-0.11,0.54
0.96,-0.95,-0.24,0.88,-0.11,0.54
0.32,-3.92,-0.70,0.88,-0.12,0.52
-0.18,-9.10,-1.98,0.88,-0.13,0.51
-1.24,-15.51,-3.39,0.86,-0.14,0.50
-1.71,-22.29,-6.72,0.85,-0.13,0.51
-1.53,-25.34,-12.72,0.84,-0.09,0.54
-6.26,-28.73,-20.56,0.85,-0.05,0.56
-6.76,-35.66,-29.51,0.86,-0.02,0.55
-6.85,-38.05,-34.32,0.88,-0.03,0.53
-7.39,-36.37,-36.60,0.89,-0.05,0.53
-9.80,-38.41,-38.26,0.90,-0.09,0.51
-8.81,-36.47,-38.60,0.91,-0.09,0.49
-7.48,-32.61,-36.96,0.93,-0.07,0.49
-6.08,-27.24,-33.86,0.93,-0.08,0.48
-1.74,-27.53,-30.99,0.98,-0.08,0.49
-3.88,-15.77,-25.42,0.96,-0.09,0.46
-4.12,-14.11,-22.37,0.95,-0.08,0.46
-2.46,-12.18,-19.07,0.95,-0.08,0.46
-0.55,-11.82,-15.59,0.96,-0.08,0.47
0.32,-10.50,-11.92,0.96,-0.08,0.48
0.12,-9.98,-9.16,0.95,-0.07,0.48
0.06,-9.05,-7.36,0.94,-0.07,0.47
-1.51,-6.41,-6.43,0.93,-0.05,0.47
-1.62,-6.96,-7.05,0.92,-0.03,0.47
0.08,-6.17,-6.95,0.92,-0.03,0.48
0.81,-6.34,-7.01,0.92,-0.03,0.47
1.16,-6.61,-7.11,0.93,-0.04,0.47
2.78,-5.69,-6.05,0.94,-0.04,0.47
3.27,-3.88,-3.71,0.95,-0.05,0.47
2.53,-2.09,-1.88,0.94,-0.05,0.47
1.98,-1.53,-1.37,0.94,-0.05,0.47
2.20,-0.49,-0.50,0.93,-0.06,0.47
2.21,0.72,0.98,0.94,-0.05,0.46
1.24,1.22,2.56,0.95,-0.05,0.46
1.25,1.51,4.02,0.95,-0.06,0.45
0.90,1.62,4.92,0.94,-0.05,0.46
0.32,2.89,6.47,0.94,-0.05,0.46
0.08,5.62,8.18,0.94,-0.05,0.47
-0.20,8.55,9.83,0.94,-0.05,0.47
-0.17,11.76,11.66,0.94,-0.05,0.48
0.05,13.94,12.75,0.93,-0.04,0.47
0.37,16.11,13.40,0.93,-0.04,0.49
0.43,18.31,13.25,0.93,-0.03,0.49
0.84,18.15,13.24,0.93,-0.03,0.48
2.35,18.87,14.56,0.94,-0.04,0.47
4.32,20.26,16.27,0.94,-0.05,0.48
5.66,22.06,19.68,0.95,-0.06,0.48
8.09,24.98,27.01,0.97,-0.08,0.46
7.88,26.34,34.98,0.97,-0.11,0.46
3.45,23.83,36.18,0.93,-0.12,0.47
2.43,22.27,35.71,0.92,-0.12,0.47
2.11,23.83,38.52,0.93,-0.14,0.48
-2.20,25.65,43.53,0.92,-0.16,0.50
-5.33,25.71,44.85,0.89,-0.12,0.50
-4.11,25.66,43.48,0.89,-0.09,0.50
-2.81,26.69,40.24,0.89,-0.10,0.51
-1.08,14.76,31.40,0.85,-0.11,0.51
-0.05,10.67,23.48,0.85,-0.11,0.53
2.17,7.47,19.62,0.87,-0.09,0.51
3.51,12.64,22.38,0.89,-0.10,0.51
1.62,12.89,21.59,0.87,-0.12,0.53
2.46,10.15,15.88,0.86,-0.13,0.53
4.21,8.72,13.25,0.88,-0.12,0.54
3.36,8.50,12.76,0.87,-0.14,0.54
2.46,6.92,10.70,0.87,-0.13,0.54
2.87,5.13,7.73,0.89,-0.15,0.55
2.99,4.08,5.37,0.88,-0.16,0.54
2.99,3.24,3.66,0.89,-0.16,0.53
3.08,3.37,2.46,0.87,-0.16,0.54
3.22,4.32,1.48,0.88,-0.14,0.55
3.73,6.05,2.37,0.88,-0.15,0.54
2.93,5.77,2.55,0.88,-0.16,0.54
2.90,4.98,1.57,0.87,-0.16,0.54
5.11,2.85,0.05,0.87,-0.13,0.54
8.95,0.11,-2.40,0.87,-0.11,0.54
12.41,-2.79,-6.85,0.86,-0.11,0.54
17.60,-4.87,-11.88,0.87,-0.10,0.53
19.45,-1.60,-14.44,0.87,-0.11,0.56
17.97,1.40,-13.57,0.88,-0.13,0.54
15.22,3.69,-11.83,0.88,-0.15,0.55
11.34,10.34,-10.67,0.84,-0.15,0.72
18.89,21.22,-2.14,0.90,-0.05,0.50
11.86,13.89,-3.77,0.91,-0.19,0.53
6.15,7.82,-9.02,0.93,-0.17,0.54
5.68,6.55,-6.78,0.91,-0.16,0.55
3.60,3.24,-2.84,0.90,-0.17,0.55
2.89,5.18,1.04,0.89,-0.16,0.55
-0.63,7.21,4.43,0.88,-0.16,0.53
-3.31,8.23,3.91,0.88,-0.15,0.55
-2.21,10.64,3.33,0.88,-0.13,0.55
-3.33,11.11,2.90,0.87,-0.11,0.56
-1.37,8.95,3.28,0.87,-0.11,0.55
0.87,9.66,5.44,0.88,-0.10,0.56
1.63,9.56,5.79,0.88,-0.12,0.56
1.66,9.15,6.40,0.88,-0.13,0.57
1.28,8.47,8.20,0.89,-0.13,0.56
1.47,7.59,8.58,0.87,-0.13,0.56
1.92,7.02,7.76,0.87,-0.12,0.56
1.21,6.55,8.49,0.89,-0.12,0.57
1.01,8.41,9.15,0.87,-0.13,0.58
1.83,9.66,9.33,0.87,-0.14,0.56
1.59,9.44,9.59,0.86,-0.14,0.57
0.50,9.02,10.23,0.86,-0.15,0.58
-0.55,9.80,10.26,0.86,-0.14,0.57
-1.40,9.66,11.56,0.87,-0.15,0.58
-0.98,8.44,12.26,0.87,-0.15,0.58
-0.90,6.79,11.08,0.85,-0.15,0.58
-0.09,6.81,9.98,0.84,-0.15,0.59
0.37,9.22,10.31,0.85,-0.14,0.57
-1.08,10.14,12.78,0.87,-0.15,0.58
-0.66,9.62,12.23,0.86,-0.15,0.58
0.78,7.91,11.66,0.87,-0.16,0.59
0.43,6.03,10.55,0.86,-0.16,0.58
-0.20,4.78,8.06,0.85,-0.17,0.59
0.50,4.61,6.66,0.85,-0.17,0.58
0.37,4.29,6.06,0.86,-0.16,0.59
0.05,3.40,5.40,0.85,-0.16,0.60
0.17,1.54,4.08,0.85,-0.16,0.59
0.41,0.32,2.63,0.85,-0.16,0.58
0.64,-0.70,1.71,0.84,-0.16,0.58
0.18,-1.77,0.69,0.84,-0.17,0.58
1.34,0.02,1.08,0.84,-0.17,0.59
1.08,0.08,1.07,0.85,-0.18,0.58
2.46,-1.08,0.38,0.84,-0.18,0.57
4.31,-0.05,0.93,0.85,-0.17,0.59
3.63,0.24,2.24,0.85,-0.18,0.59
3.04,-0.40,1.57,0.85,-0.17,0.59
3.31,-0.93,0.58,0.85,-0.16,0.59
3.13,-1.15,0.50,0.85,-0.16,0.59
2.44,-0.67,0.84,0.85,-0.16,0.59
2.52,-1.50,0.15,0.85,-0.16,0.59
2.38,-1.01,0.17,0.85,-0.16,0.59
2.21,-0.82,0.37,0.84,-0.16,0.59
2.47,0.31,0.58,0.85,-0.16,0.59
2.55,0.47,0.38,0.84,-0.16,0.59
2.73,0.23,0.12,0.85,-0.17,0.58
3.27,0.12,0.18,0.86,-0.17,0.61
2.50,-1.47,-0.34,0.86,-0.17,0.58
2.69,-0.63,0.15,0.86,-0.17,0.59
2.55,-0.84,0.02,0.85,-0.17,0.58
2.29,-1.11,-0.81,0.85,-0.18,0.59
1.82,-1.42,-1.01,0.85,-0.17,0.58
1.25,-1.08,-0.81,0.85,-0.18,0.58
0.69,-1.31,-1.21,0.85,-0.18,0.59
0.82,-1.28,-1.57,0.85,-0.17,0.58
0.58,-1.15,-2.14,0.84,-0.16,0.60
0.56,-0.21,-2.17,0.85,-0.17,0.59
0.29,-0.02,-2.41,0.85,-0.17,0.59
0.12,0.11,-1.47,0.86,-0.16,0.59
0.03,-0.03,-1.07,0.85,-0.16,0.59
0.50,-0.58,-1.40,0.85,-0.16,0.59
0.78,-0.11,-1.16,0.86,-0.17,0.59
0.37,0.00,-0.90,0.86,-0.17,0.58
0.41,0.47,-0.20,0.86,-0.17,0.58
0.56,0.56,0.27,0.86,-0.17,0.59
0.21,0.69,0.44,0.85,-0.16,0.58
0.72,0.78,0.20,0.84,-0.16,0.59
1.79,0.67,0.40,0.84,-0.15,0.58
1.95,1.13,0.78,0.83,-0.16,0.59
2.02,1.89,1.01,0.85,-0.16,0.58
1.44,2.76,0.93,0.86,-0.17,0.58
1.18,3.22,0.58,0.86,-0.17,0.59
1.40,2.81,-0.15,0.86,-0.17,0.58
