gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0.70,2.00,0.73,0.81,-0.19,0.66
0.92,0.85,0.43,0.81,-0.19,0.65
1.15,-0.47,0.15,0.81,-0.18,0.66
1.77,-1.54,-0.24,0.80,-0.18,0.66
2.47,-1.27,0.11,0.80,-0.19,0.65
2.40,-1.07,0.12,0.81,-0.18,0.64
1.54,-1.59,-0.38,0.81,-0.19,0.66
1.11,-1.54,-1.16,0.81,-0.19,0.65
0.92,-0.60,-1.25,0.80,-0.19,0.66
1.15,0.82,-1.27,0.80,-0.19,0.66
0.89,1.97,-0.90,0.80,-0.18,0.66
1.18,2.85,-0.66,0.80,-0.19,0.66
1.28,2.89,-0.11,0.80,-0.20,0.66
1.36,2.56,-0.11,0.80,-0.19,0.66
1.28,2.02,-0.08,0.81,-0.19,0.65
1.21,0.66,-0.56,0.81,-0.18,0.66
1.16,-0.37,-1.31,0.82,-0.17,0.66
1.18,-0.89,-1.76,0.81,-0.18,0.66
1.48,-1.39,-1.57,0.80,-0.19,0.66
1.56,-1.10,-1.27,0.79,-0.19,0.66
1.50,-0.27,-1.05,0.80,-0.19,0.66
1.11,-0.24,-0.89,0.80,-0.19,0.67
0.66,0.08,-0.50,0.80,-0.19,0.66
0.20,0.05,-0.41,0.80,-0.19,0.65
0.11,0.49,-0.11,0.81,-0.19,0.66
0.09,0.53,-0.03,0.80,-0.19,0.65
0.18,0.15,0.02,0.81,-0.18,0.67
0.17,0.15,-0.18,0.81,-0.18,0.65
0.46,0.24,-0.09,0.81,-0.18,0.65
0.29,0.56,-0.61,0.80,-0.18,0.66
0.56,0.90,-0.56,0.80,-0.19,0.65
0.78,0.72,-0.37,0.81,-0.19,0.66
0.52,0.34,-0.47,0.81,-0.19,0.65
1.02,-0.21,-1.01,0.81,-0.19,0.66
0.78,-1.50,-1.13,0.80,-0.18,0.65
0.34,-2.49,-1.48,0.81,-0.20,0.65
0.31,-3.24,-1.82,0.80,-0.21,0.65
0.17,-4.27,-2.15,0.81,-0.19,0.65
-0.23,-5.04,-2.92,0.82,-0.19,0.65
-0.12,-5.21,-3.68,0.81,-0.18,0.64
0.60,-5.13,-3.60,0.80,-0.18,0.65
1.13,-3.04,-2.61,0.79,-0.18,0.64
0.85,-3.62,-2.03,0.80,-0.18,0.64
2.95,-4.11,-1.80,0.80,-0.16,0.63
4.53,-4.18,-0.87,0.81,-0.17,0.63
5.56,-6.66,-1.31,0.81,-0.16,0.63
7.07,-9.53,-2.06,0.80,-0.16,0.62
7.27,-11.94,-3.31,0.81,-0.17,0.65
7.91,-15.60,-6.40,0.79,-0.16,0.65
7.73,-22.58,-12.20,0.79,-0.14,0.65
7.18,-28.66,-19.45,0.78,-0.15,0.66
7.01,-31.63,-28.81,0.75,-0.11,0.67
10.60,-34.52,-36.29,0.77,-0.11,0.65
8.44,-37.42,-37.19,0.81,-0.17,0.61
-0.89,-45.25,-42.43,0.82,-0.18,0.61
-6.21,-54.18,-53.40,0.79,-0.15,0.62
-6.32,-57.42,-58.23,0.78,-0.13,0.61
-6.72,-56.11,-60.05,0.82,-0.10,0.59
-5.66,-56.34,-66.56,0.82,-0.10,0.59
-3.56,-51.04,-71.97,0.85,-0.09,0.58
1.94,-45.15,-71.15,0.91,-0.11,0.57
4.41,-36.79,-61.69,0.95,-0.14,0.56
4.29,-32.50,-52.55,0.95,-0.14,0.54
5.42,-26.82,-44.60,0.94,-0.14,0.54
8.41,-22.69,-37.01,0.94,-0.14,0.56
8.56,-20.02,-31.15,0.93,-0.12,0.57
7.44,-17.69,-25.65,0.93,-0.10,0.56
6.32,-14.40,-18.53,0.94,-0.10,0.55
4.52,-11.63,-11.48,0.93,-0.10,0.57
3.11,-11.59,-12.24,0.90,-0.06,0.56
3.04,-10.63,-14.89,0.88,-0.03,0.57
5.53,-9.60,-15.27,0.88,-0.02,0.54
6.27,-6.93,-12.23,0.90,-0.04,0.53
4.06,-3.47,-8.27,0.91,-0.06,0.54
2.93,-3.45,-7.40,0.90,-0.06,0.54
2.11,-4.09,-7.59,0.90,-0.05,0.54
1.68,-1.48,-5.08,0.91,-0.05,0.53
-0.69,0.72,-1.71,0.91,-0.06,0.52
-2.32,2.46,-0.50,0.92,-0.05,0.53
-3.48,3.01,0.98,0.91,-0.04,0.54
-3.86,2.40,2.40,0.92,-0.04,0.51
-3.28,2.67,4.53,0.92,-0.04,0.50
-2.32,2.40,6.03,0.91,-0.04,0.52
-1.62,2.56,7.11,0.91,-0.04,0.53
-1.76,3.34,8.17,0.90,-0.05,0.54
-1.18,3.89,8.76,0.90,-0.04,0.53
-2.14,4.87,9.80,0.90,-0.05,0.53
-3.13,7.24,11.89,0.91,-0.07,0.55
-4.61,9.68,15.01,0.92,-0.09,0.55
-6.99,12.55,17.62,0.91,-0.09,0.55
-9.15,15.59,18.24,0.90,-0.08,0.56
-11.88,19.02,18.92,0.89,-0.08,0.56
-13.01,18.31,18.00,0.86,-0.09,0.57
-13.77,17.18,15.92,0.86,-0.08,0.56
-16.58,17.04,15.40,0.87,-0.10,0.58
-19.71,12.23,15.28,0.90,-0.11,0.57
-17.56,5.63,11.16,0.90,-0.06,0.54
-11.63,4.60,8.90,0.90,-0.05,0.54
-7.51,5.85,10.43,0.91,-0.06,0.54
-6.56,4.70,14.24,0.92,-0.09,0.54
-6.82,5.11,17.27,0.90,-0.10,0.52
-4.89,4.52,18.49,0.90,-0.10,0.53
-3.16,5.30,18.08,0.87,-0.10,0.54
-2.99,7.08,19.94,0.88,-0.12,0.57
-3.54,7.51,21.40,0.88,-0.10,0.56
-0.26,8.35,19.79,0.86,-0.09,0.57
0.27,9.98,19.50,0.87,-0.09,0.56
0.43,8.92,20.31,0.88,-0.11,0.55
2.55,6.99,19.82,0.89,-0.11,0.57
0.21,4.98,18.53,0.88,-0.12,0.57
-0.06,7.11,18.47,0.86,-0.13,0.57
-0.47,10.32,18.03,0.84,-0.15,0.55
0.02,14.15,17.62,0.84,-0.13,0.56
-0.09,15.11,17.40,0.86,-0.11,0.58
1.07,15.94,16.92,0.85,-0.11,0.57
0.58,16.44,15.92,0.86,-0.13,0.57
0.92,14.56,13.94,0.87,-0.14,0.58
0.89,11.31,11.25,0.85,-0.14,0.59
2.56,7.62,10.26,0.86,-0.14,0.57
3.01,5.36,9.57,0.87,-0.14,0.57
2.03,8.35,9.50,0.86,-0.12,0.57
1.71,12.35,10.64,0.84,-0.13,0.59
2.11,13.57,12.03,0.84,-0.13,0.59
3.36,11.82,12.47,0.85,-0.15,0.59
3.54,12.12,13.13,0.86,-0.13,0.59
2.27,11.34,13.50,0.85,-0.14,0.60
3.04,8.63,11.16,0.84,-0.16,0.59
4.85,7.15,9.83,0.84,-0.16,0.59
5.57,7.62,10.47,0.84,-0.16,0.59
5.56,6.85,10.43,0.84,-0.18,0.59
