gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
2.53,0.18,2.98,0.81,-0.19,0.66
2.43,-0.17,2.87,0.80,-0.19,0.66
2.29,1.13,3.04,0.79,-0.21,0.66
2.02,1.50,3.24,0.79,-0.20,0.67
1.91,1.91,2.84,0.80,-0.20,0.67
1.48,1.98,2.70,0.79,-0.21,0.67
0.96,2.53,2.47,0.78,-0.21,0.66
1.07,2.78,2.17,0.79,-0.21,0.67
0.61,2.78,2.21,0.79,-0.21,0.67
0.50,2.76,1.69,0.79,-0.21,0.67
0.27,2.76,1.42,0.78,-0.21,0.68
0.46,2.60,0.99,0.79,-0.21,0.67
0.44,3.37,1.11,0.79,-0.21,0.68
0.26,3.22,1.05,0.79,-0.21,0.67
0.20,3.19,0.73,0.79,-0.21,0.67
0.15,2.75,0.31,0.79,-0.21,0.68
-0.03,2.29,0.05,0.79,-0.21,0.67
0.15,2.03,-0.27,0.79,-0.21,0.67
0.20,2.14,-0.49,0.79,-0.21,0.67
-0.06,1.85,-0.93,0.80,-0.21,0.68
0.12,0.98,-1.60,0.79,-0.20,0.67
0.40,0.84,-2.15,0.78,-0.20,0.67
0.81,0.75,-2.21,0.78,-0.20,0.66
0.72,0.85,-2.61,0.79,-0.20,0.66
0.49,0.11,-3.53,0.79,-0.20,0.66
0.20,-0.14,-3.95,0.79,-0.20,0.67
0.31,-0.90,-4.73,0.79,-0.19,0.66
0.96,-1.11,-6.41,0.79,-0.18,0.67
1.73,-0.87,-7.21,0.79,-0.17,0.66
1.85,0.23,-7.40,0.80,-0.18,0.67
2.11,0.50,-7.11,0.79,-0.19,0.67
2.26,-0.43,-6.63,0.79,-0.19,0.66
2.52,-1.13,-6.09,0.79,-0.19,0.66
2.27,-1.36,-5.95,0.81,-0.18,0.65
2.24,-2.02,-5.30,0.81,-0.18,0.66
2.44,-2.92,-4.69,0.81,-0.18,0.65
3.30,-3.31,-3.63,0.81,-0.17,0.64
4.20,-3.50,-1.88,0.82,-0.18,0.65
3.73,-3.88,-0.40,0.81,-0.19,0.65
2.93,-5.13,-0.50,0.80,-0.18,0.65
3.36,-5.19,0.17,0.81,-0.18,0.66
3.66,-5.24,1.73,0.80,-0.17,0.66
3.86,-5.68,3.31,0.81,-0.17,0.65
4.37,-6.43,4.38,0.81,-0.15,0.66
2.00,-7.16,7.50,0.82,-0.16,0.67
0.49,-7.25,12.55,0.85,-0.16,0.64
2.03,-7.59,13.89,0.81,-0.14,0.64
2.15,-5.92,15.47,0.80,-0.15,0.65
0.79,-6.85,15.15,0.80,-0.16,0.63
-4.18,-6.46,16.44,0.82,-0.17,0.66
-3.71,-10.41,11.91,0.77,-0.21,0.66
-2.12,-12.15,8.49,0.77,-0.23,0.66
-5.24,-10.58,5.44,0.78,-0.23,0.66
-8.96,-7.51,4.73,0.79,-0.24,0.69
-7.68,-7.68,5.27,0.79,-0.22,0.66
-2.23,-5.73,4.78,0.79,-0.25,0.63
-3.85,-3.31,4.12,0.80,-0.24,0.68
-9.25,-7.31,1.33,0.80,-0.23,0.65
-10.55,-5.59,-0.46,0.81,-0.25,0.65
-12.09,-10.15,-0.70,0.80,-0.21,0.63
-12.29,-9.89,0.58,0.81,-0.23,0.64
-12.93,-12.31,-0.23,0.80,-0.22,0.64
-13.66,-12.82,0.03,0.81,-0.23,0.65
-13.18,-12.43,-0.12,0.82,-0.21,0.64
-11.02,-11.56,-1.16,0.81,-0.22,0.64
-9.94,-11.15,-1.92,0.82,-0.23,0.63
-8.72,-10.09,-1.71,0.83,-0.21,0.63
-5.69,-9.24,-3.57,0.82,-0.22,0.62
-2.78,-7.62,-4.17,0.82,-0.24,0.62
-3.71,-6.85,-4.72,0.84,-0.22,0.61
-3.98,-6.29,-4.95,0.83,-0.22,0.62
-3.31,-6.24,-4.55,0.82,-0.24,0.62
-3.97,-7.47,-3.45,0.82,-0.23,0.61
-3.97,-5.94,-2.89,0.82,-0.24,0.62
-3.95,-5.47,-3.91,0.83,-0.23,0.62
-3.79,-3.86,-4.31,0.83,-0.22,0.62
-2.08,-2.08,-4.66,0.82,-0.22,0.63
-0.44,-1.56,-3.45,0.82,-0.21,0.63
1.30,-0.29,-2.05,0.82,-0.22,0.62
1.63,-1.83,-1.63,0.82,-0.22,0.61
1.36,-1.60,-0.81,0.82,-0.22,0.61
1.47,-0.76,-0.26,0.83,-0.22,0.62
0.18,-3.18,-0.76,0.82,-0.21,0.60
0.99,-4.78,0.20,0.82,-0.22,0.61
3.47,-5.47,0.84,0.82,-0.22,0.61
5.98,-6.50,-0.02,0.83,-0.23,0.60
8.02,-9.36,-3.68,0.81,-0.21,0.60
13.24,-18.08,-17.60,0.75,-0.11,0.65
27.76,-23.95,-28.55,0.76,-0.17,0.62
30.18,-26.14,-36.70,0.76,-0.19,0.62
25.94,-31.54,-45.48,0.81,-0.20,0.60
16.21,-26.17,-49.74,0.85,-0.21,0.60
13.77,-27.25,-53.88,0.82,-0.21,0.60
13.60,-24.05,-53.19,0.82,-0.21,0.60
11.56,-23.98,-53.39,0.84,-0.18,0.57
9.59,-21.59,-52.50,0.87,-0.18,0.58
8.70,-20.23,-50.08,0.89,-0.17,0.58
4.46,-13.68,-38.96,0.93,-0.18,0.59
3.27,-14.72,-35.74,0.89,-0.18,0.58
2.92,-12.49,-33.79,0.89,-0.19,0.58
0.90,-9.86,-28.81,0.91,-0.18,0.58
-0.95,-7.63,-26.17,0.90,-0.15,0.58
-0.90,-1.85,-18.81,0.91,-0.15,0.61
-1.50,2.67,-11.54,0.90,-0.15,0.59
1.11,2.02,-13.92,0.88,-0.08,0.56
4.60,5.86,-14.37,0.88,-0.09,0.59
5.22,6.81,-12.37,0.88,-0.11,0.61
1.25,6.66,-9.89,0.88,-0.11,0.61
-3.89,6.12,-6.11,0.88,-0.13,0.59
-8.20,4.12,-4.09,0.88,-0.11,0.59
-9.28,2.32,-5.39,0.87,-0.11,0.58
-8.67,3.31,-3.82,0.88,-0.09,0.59
-10.03,3.25,-0.14,0.89,-0.09,0.56
-7.79,1.10,0.72,0.90,-0.08,0.52
-3.74,1.51,0.99,0.89,-0.07,0.53
-0.98,2.49,2.66,0.89,-0.08,0.56
-2.14,3.56,4.63,0.89,-0.09,0.56
-4.17,1.39,4.31,0.88,-0.11,0.58
-4.02,1.66,5.86,0.87,-0.15,0.59
-3.47,5.22,10.56,0.88,-0.15,0.58
-6.49,8.82,15.44,0.87,-0.13,0.57
-9.39,8.63,16.08,0.87,-0.12,0.57
-9.10,7.68,14.27,0.87,-0.13,0.57
-5.34,9.59,14.50,0.86,-0.12,0.58
-6.66,12.64,16.21,0.87,-0.14,0.57
-5.33,13.69,18.43,0.88,-0.13,0.55
-5.15,9.86,14.31,0.86,-0.11,0.58
-4.46,6.08,11.27,0.87,-0.12,0.60
-4.02,4.05,9.88,0.86,-0.11,0.58
-3.44,6.00,8.69,0.85,-0.11,0.59
-1.85,6.18,9.48,0.85,-0.14,0.59
-1.21,7.42,8.95,0.84,-0.13,0.58
1.19,9.66,9.33,0.85,-0.12,0.58
-0.82,9.39,9.30,0.85,-0.14,0.59
1.22,10.38,8.66,0.85,-0.15,0.58
3.69,7.25,7.21,0.86,-0.15,0.59
5.22,3.19,8.52,0.86,-0.18,0.58
3.11,3.39,11.24,0.87,-0.17,0.58
1.48,3.47,10.02,0.84,-0.16,0.59
3.31,4.35,9.37,0.84,-0.12,0.60
3.80,4.58,9.02,0.83,-0.12,0.60
4.37,6.49,9.07,0.83,-0.15,0.60
3.47,8.66,9.94,0.84,-0.16,0.59
3.59,9.54,10.79,0.84,-0.16,0.59
2.93,8.61,10.23,0.84,-0.15,0.61
2.78,7.01,7.95,0.84,-0.15,0.61
3.95,7.04,7.45,0.84,-0.15,0.60
3.56,7.19,8.03,0.84,-0.18,0.61
3.31,6.81,8.27,0.83,-0.18,0.60
3.95,7.59,8.81,0.83,-0.16,0.61
3.63,8.49,9.40,0.84,-0.16,0.63
3.11,8.06,8.17,0.84,-0.16,0.61
3.42,7.97,6.40,0.84,-0.16,0.61
4.38,9.21,7.15,0.84,-0.17,0.62
3.45,6.61,6.27,0.84,-0.17,0.60
3.36,4.98,4.72,0.82,-0.17,0.63
3.73,3.54,4.11,0.83,-0.17,0.62
4.53,3.86,4.43,0.84,-0.17,0.61
4.27,3.53,4.90,0.83,-0.17,0.62
3.73,2.67,4.40,0.83,-0.17,0.62
4.81,3.13,4.03,0.83,-0.16,0.60
4.89,4.11,3.37,0.83,-0.16,0.62
4.78,5.11,3.68,0.83,-0.17,0.63
4.44,5.47,4.35,0.84,-0.17,0.61
3.98,6.09,4.43,0.83,-0.17,0.63
3.60,6.24,4.52,0.83,-0.18,0.62
3.68,5.76,4.31,0.83,-0.17,0.62
3.54,5.15,3.59,0.82,-0.17,0.64
3.08,4.29,3.05,0.82,-0.17,0.63
3.39,4.02,3.31,0.82,-0.17,0.62
3.91,3.88,3.63,0.82,-0.17,0.62
4.32,3.28,3.54,0.81,-0.17,0.64
4.61,4.20,4.14,0.82,-0.17,0.62
4.46,4.31,4.66,0.82,-0.18,0.62
3.71,3.68,4.41,0.82,-0.19,0.63
3.34,2.64,3.79,0.83,-0.20,0.63
2.85,1.57,2.70,0.83,-0.18,0.62
4.31,1.45,3.08,0.83,-0.18,0.62
5.80,3.01,4.70,0.83,-0.17,0.62
6.38,3.69,5.69,0.83,-0.18,0.63
5.57,3.34,5.01,0.83,-0.18,0.64
5.60,3.19,4.20,0.83,-0.17,0.63
5.74,3.24,3.48,0.82,-0.17,0.62
6.15,4.41,4.32,0.83,-0.17,0.64
6.21,5.47,6.35,0.83,-0.18,0.63
5.92,5.45,6.99,0.83,-0.18,0.63
5.40,4.53,7.07,0.82,-0.17,0.64
5.13,2.89,5.76,0.81,-0.17,0.64
5.24,1.88,5.34,0.82,-0.18,0.64
5.21,1.71,4.92,0.82,-0.17,0.63
5.31,2.49,5.54,0.82,-0.17,0.64
5.25,3.13,6.37,0.82,-0.18,0.64
4.76,3.76,7.01,0.82,-0.18,0.64
4.92,4.44,7.16,0.82,-0.20,0.64
4.24,4.78,7.42,0.82,-0.21,0.64
3.50,4.27,7.89,0.82,-0.21,0.63
2.70,4.43,7.98,0.82,-0.20,0.65
1.76,3.48,7.18,0.82,-0.21,0.65
1.56,2.85,6.46,0.82,-0.20,0.64
1.66,2.98,5.71,0.81,-0.20,0.64
1.56,2.93,4.79,0.80,-0.20,0.64
1.19,2.63,4.17,0.81,-0.19,0.64
0.69,3.05,3.50,0.80,-0.20,0.64
0.67,2.82,2.87,0.80,-0.21,0.65
0.98,2.17,3.22,0.81,-0.20,0.65
1.39,1.94,2.34,0.80,-0.20,0.64
1.73,2.47,0.99,0.81,-0.19,0.65
1.69,2.84,0.76,0.81,-0.19,0.65
1.98,3.86,0.78,0.80,-0.21,0.66
2.64,4.35,1.18,0.79,-0.20,0.65
2.34,4.05,0.96,0.80,-0.20,0.65
2.14,4.61,0.78,0.80,-0.20,0.65
2.06,4.17,0.85,0.82,-0.20,0.65
2.64,3.10,1.01,0.81,-0.19,0.65
2.17,2.67,1.02,0.81,-0.20,0.65
1.54,1.83,0.31,0.81,-0.20,0.65
2.35,1.74,-0.34,0.80,-0.20,0.65
2.72,1.18,-0.31,0.81,-0.19,0.65
2.20,0.53,-0.58,0.81,-0.20,0.65
2.31,0.08,-0.90,0.81,-0.19,0.65
2.72,1.07,-0.38,0.81,-0.20,0.65
2.73,1.27,-0.21,0.81,-0.20,0.66
2.12,0.41,-0.50,0.81,-0.19,0.65
2.03,-0.23,-2.06,0.81,-0.19,0.65
