gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
1.83,-1.02,-0.09,0.77,-0.01,0.74
2.02,-1.13,-0.12,0.76,-0.01,0.74
2.43,-1.13,0.43,0.76,-0.01,0.73
2.15,-1.24,0.90,0.76,-0.00,0.73
2.05,-0.67,1.34,0.76,-0.01,0.74
1.94,-0.32,0.95,0.76,-0.01,0.74
2.72,-0.27,1.37,0.76,-0.01,0.74
2.66,-0.09,1.80,0.76,-0.02,0.74
2.02,0.17,1.76,0.76,-0.02,0.73
2.15,0.47,1.50,0.76,-0.01,0.73
2.08,0.61,1.42,0.76,-0.01,0.73
1.83,0.21,1.13,0.77,-0.01,0.74
2.34,0.14,0.89,0.77,-0.01,0.74
2.78,0.18,0.64,0.76,-0.01,0.74
2.43,-0.05,0.52,0.76,-0.01,0.74
2.46,0.15,0.75,0.76,-0.01,0.74
2.12,-0.21,0.84,0.76,-0.03,0.75
2.81,0.12,0.73,0.77,-0.01,0.74
2.60,0.35,0.81,0.77,-0.01,0.74
2.03,1.18,0.24,0.77,-0.00,0.74
2.47,1.28,-0.06,0.76,-0.01,0.73
2.79,0.61,0.67,0.76,-0.02,0.73
2.40,0.18,0.26,0.76,-0.02,0.74
2.17,-0.20,0.14,0.76,-0.01,0.74
2.40,-0.17,0.24,0.77,-0.01,0.74
2.18,-0.20,-0.02,0.76,-0.01,0.75
2.05,-0.32,-0.23,0.76,-0.01,0.74
1.95,-0.58,-0.20,0.76,-0.01,0.73
1.51,-0.41,-0.53,0.77,-0.02,0.74
1.54,-0.46,-0.90,0.76,-0.02,0.74
1.15,-0.32,-0.81,0.76,-0.01,0.74
1.04,-0.52,-0.50,0.77,-0.01,0.73
0.90,-0.49,-0.67,0.76,-0.01,0.73
0.38,-0.38,-1.07,0.76,-0.01,0.73
-0.11,-0.23,-1.57,0.76,-0.01,0.73
0.26,-0.50,-1.25,0.77,-0.01,0.74
0.34,-1.13,-1.57,0.76,-0.00,0.74
0.09,-0.96,-1.11,0.77,-0.01,0.74
0.00,-1.05,-0.78,0.76,-0.01,0.73
0.43,-1.34,-0.79,0.77,-0.01,0.73
0.21,-0.98,-1.08,0.76,-0.02,0.73
-0.08,-1.24,-0.72,0.76,-0.02,0.73
0.23,-1.16,-0.41,0.77,-0.01,0.73
0.44,-0.84,-0.20,0.76,-0.01,0.74
0.26,-0.58,-0.11,0.77,-0.01,0.73
0.50,-0.23,-0.08,0.77,-0.01,0.73
1.15,-0.24,0.06,0.76,-0.01,0.74
1.86,-0.37,0.31,0.77,-0.00,0.73
2.47,-0.14,0.58,0.76,-0.01,0.72
3.07,-0.32,0.63,0.77,-0.00,0.74
3.50,-0.55,0.43,0.77,-0.01,0.74
3.65,-1.50,-0.08,0.76,-0.01,0.73
3.40,-3.65,-2.03,0.75,-0.01,0.74
4.93,-6.61,-3.68,0.77,0.01,0.74
6.78,-9.68,-6.08,0.76,-0.01,0.74
5.56,-13.02,-8.21,0.77,-0.03,0.74
0.02,-24.73,-12.60,0.74,-0.02,0.75
-1.24,-44.64,-28.34,0.73,0.04,0.70
0.81,-51.54,-36.98,0.80,0.05,0.68
-0.87,-50.98,-38.52,0.79,-0.00,0.67
-5.76,-50.17,-35.60,0.78,-0.02,0.66
-7.30,-46.31,-29.39,0.80,-0.00,0.66
-6.67,-41.13,-27.56,0.80,-0.00,0.69
-8.64,-36.56,-28.55,0.79,0.00,0.71
-10.02,-32.43,-28.58,0.77,-0.00,0.73
-3.31,-28.38,-27.36,0.78,0.06,0.68
-0.81,-13.97,-17.02,0.87,0.04,0.63
-4.03,2.49,-0.14,0.90,-0.04,0.65
-8.96,10.93,13.10,0.88,-0.08,0.66
-9.85,16.38,18.12,0.84,-0.03,0.69
-6.40,19.36,17.66,0.82,0.02,0.70
-0.53,23.92,20.99,0.83,0.03,0.71
2.99,25.97,25.22,0.83,0.02,0.70
3.39,26.95,27.04,0.81,0.02,0.70
3.22,26.66,26.61,0.81,0.01,0.70
4.27,26.78,25.53,0.79,-0.00,0.69
4.46,25.68,23.63,0.78,0.01,0.69
3.69,24.21,21.82,0.78,0.00,0.69
3.60,23.07,19.71,0.77,0.00,0.69
3.42,20.81,16.85,0.77,-0.01,0.69
3.59,18.14,13.28,0.77,0.00,0.69
4.29,16.87,11.53,0.77,0.01,0.71
4.66,15.59,11.37,0.77,0.00,0.72
5.27,12.56,9.95,0.76,0.01,0.71
7.37,10.43,8.27,0.77,0.01,0.73
8.95,7.54,6.37,0.78,0.00,0.72
8.63,5.98,5.24,0.78,-0.01,0.72
7.21,3.51,4.32,0.78,-0.02,0.73
5.95,0.44,2.78,0.78,-0.02,0.72
5.45,-1.11,1.57,0.77,-0.01,0.74
5.77,-2.85,-0.46,0.77,-0.00,0.73
6.40,-3.33,-0.67,0.78,-0.02,0.73
5.54,-2.95,0.06,0.79,-0.01,0.73
4.02,-3.71,-0.66,0.77,-0.02,0.73
3.71,-4.63,-1.63,0.77,-0.01,0.71
3.48,-5.63,-2.79,0.77,-0.02,0.72
2.61,-5.76,-3.11,0.78,-0.01,0.71
2.63,-3.33,-2.44,0.78,-0.01,0.72
2.29,-1.42,-1.11,0.78,-0.01,0.72
1.19,-1.22,-0.37,0.78,-0.02,0.72
0.95,-1.56,-0.46,0.78,-0.03,0.72
1.11,-0.31,0.06,0.78,-0.02,0.71
0.27,-0.09,0.70,0.79,-0.03,0.72
-0.61,-0.11,0.66,0.78,-0.02,0.72
-0.02,0.49,0.52,0.78,-0.01,0.72
-0.23,1.51,1.28,0.78,-0.01,0.71
-0.37,2.37,1.83,0.78,-0.02,0.71
-0.93,1.86,0.96,0.78,-0.01,0.72
0.23,2.14,0.09,0.77,-0.01,0.72
0.61,2.81,0.06,0.77,-0.01,0.71
0.53,2.90,0.27,0.78,-0.01,0.71
0.52,2.55,0.06,0.77,-0.01,0.71
0.99,3.47,-0.20,0.78,-0.01,0.73
1.16,4.50,0.29,0.78,-0.02,0.72
0.96,4.78,0.61,0.78,-0.02,0.72
0.67,4.60,0.76,0.78,-0.01,0.72
0.40,4.55,0.55,0.78,-0.01,0.72
0.47,4.29,0.50,0.77,-0.02,0.71
0.52,3.44,0.47,0.78,-0.02,0.72
0.63,3.36,-0.02,0.78,-0.01,0.72
0.66,3.28,0.14,0.79,-0.01,0.71
0.66,3.65,0.58,0.78,-0.02,0.72
0.17,2.76,0.34,0.77,-0.02,0.73
0.37,2.60,-0.26,0.78,-0.02,0.72
0.43,2.32,0.17,0.78,-0.02,0.73
0.23,1.76,0.24,0.78,-0.02,0.72
-0.12,1.37,0.26,0.78,-0.02,0.73
-0.11,0.61,-0.21,0.77,-0.01,0.72
0.34,0.43,-0.60,0.78,-0.02,0.72
-0.03,0.26,0.00,0.77,-0.01,0.72
-0.06,-0.14,-0.53,0.77,-0.02,0.73
0.52,-0.20,-0.81,0.77,-0.01,0.72
0.61,0.35,-0.66,0.78,-0.02,0.72
0.53,0.47,-0.52,0.77,-0.02,0.73
0.72,0.29,-0.63,0.78,-0.02,0.72
1.01,0.89,-0.38,0.78,-0.01,0.73
0.72,0.96,-0.52,0.78,-0.02,0.72
0.87,0.61,-0.55,0.77,-0.01,0.73
1.22,0.29,-0.32,0.77,-0.00,0.73
0.87,-0.50,0.32,0.77,-0.01,0.73
0.05,-1.53,-0.52,0.78,-0.02,0.73
0.20,-1.28,-0.70,0.78,-0.03,0.72
0.46,-1.63,-0.21,0.77,-0.02,0.72
0.49,-1.59,-0.49,0.78,-0.02,0.72
0.52,-1.47,-1.39,0.78,-0.00,0.72
1.01,-0.66,-1.80,0.77,-0.00,0.73
1.62,0.15,-1.30,0.76,-0.01,0.73
1.53,0.24,-0.72,0.77,-0.02,0.72
1.53,0.79,-0.75,0.77,-0.03,0.73
1.31,1.53,-1.11,0.77,-0.02,0.72
1.54,1.57,-0.89,0.78,-0.01,0.72
1.69,2.02,-0.85,0.78,-0.01,0.72
1.66,1.86,-0.55,0.77,-0.01,0.73
1.63,1.65,-0.40,0.77,-0.01,0.72
1.79,0.73,-0.03,0.77,-0.01,0.72
1.82,0.50,0.11,0.77,-0.01,0.72
1.95,0.67,0.46,0.77,-0.01,0.72
1.83,0.85,0.55,0.77,-0.01,0.73
2.02,1.28,0.18,0.76,-0.01,0.72
2.06,1.73,0.37,0.76,-0.02,0.73
2.09,1.91,0.85,0.77,-0.02,0.72
2.20,2.23,0.64,0.77,-0.01,0.72
2.06,2.40,0.60,0.77,-0.02,0.73
1.68,2.29,0.32,0.77,-0.01,0.73
1.63,1.76,-0.02,0.78,-0.02,0.72
1.34,1.25,-0.05,0.77,-0.01,0.73
1.51,0.41,0.14,0.78,-0.01,0.73
1.62,0.21,-0.37,0.77,-0.01,0.73
1.45,-0.08,-0.53,0.77,-0.01,0.73
1.10,-0.21,-0.56,0.76,-0.02,0.73
1.86,-0.44,-0.35,0.76,-0.02,0.71
1.50,-0.67,-0.40,0.77,-0.02,0.72
0.99,0.50,-0.70,0.78,-0.01,0.73
1.53,0.63,-0.90,0.77,-0.01,0.74
1.47,0.52,-0.09,0.76,-0.02,0.73
1.31,0.44,0.35,0.77,-0.03,0.73
1.10,0.29,0.31,0.78,-0.02,0.73
0.90,-0.20,0.15,0.78,-0.01,0.73
0.76,-0.53,-0.03,0.78,-0.01,0.74
0.21,-1.18,0.35,0.77,-0.01,0.72
