gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
1.98,0.34,-0.23,0.85,0.00,0.62
1.79,0.20,-0.20,0.86,0.00,0.62
1.59,0.14,-0.29,0.85,-0.00,0.61
1.80,-0.08,-0.41,0.85,0.00,0.61
1.68,-0.11,-0.44,0.85,0.00,0.62
1.45,0.08,-0.69,0.85,-0.00,0.61
1.59,0.23,-0.35,0.85,0.01,0.62
1.45,0.47,-0.72,0.84,0.00,0.62
1.31,0.40,-0.79,0.85,0.00,0.61
1.25,0.12,-0.64,0.85,0.00,0.62
1.27,0.29,-0.73,0.85,0.00,0.62
1.25,0.53,-0.76,0.85,0.00,0.62
1.05,0.85,-1.08,0.85,0.00,0.61
1.02,0.78,-0.95,0.85,0.00,0.62
1.13,0.63,-0.55,0.85,0.00,0.61
1.02,0.20,-0.50,0.85,0.01,0.61
1.37,0.05,-0.29,0.85,0.01,0.62
1.45,0.29,0.02,0.85,0.01,0.62
1.30,0.61,0.40,0.85,0.00,0.61
1.16,0.70,0.75,0.85,-0.00,0.61
0.84,0.67,0.63,0.84,-0.00,0.61
0.87,0.50,0.79,0.85,0.00,0.63
1.30,-0.03,0.53,0.84,0.01,0.62
1.47,-0.24,0.53,0.84,0.01,0.61
0.64,-0.84,0.31,0.85,-0.00,0.61
0.46,-0.81,-0.47,0.85,0.00,0.61
-0.14,-0.29,-0.67,0.85,-0.00,0.62
-0.44,-0.76,-0.81,0.86,0.00,0.62
-0.90,-2.93,-1.97,0.85,0.01,0.61
0.15,-6.75,-2.66,0.86,0.02,0.59
0.24,-13.74,-3.82,0.87,0.02,0.58
0.35,-24.44,-6.32,0.84,0.02,0.60
-1.10,-36.08,-9.10,0.83,-0.00,0.63
-4.85,-44.96,-16.55,0.81,-0.01,0.63
-2.72,-44.37,-23.82,0.82,0.02,0.62
-5.21,-44.53,-31.57,0.84,0.06,0.61
-7.01,-47.51,-37.27,0.84,0.06,0.58
-6.20,-50.87,-39.48,0.83,0.05,0.61
-8.87,-41.25,-37.97,0.83,0.05,0.55
-6.87,-32.52,-36.84,0.86,0.04,0.57
-10.11,-31.45,-38.90,0.88,0.03,0.55
-6.61,-30.37,-38.67,0.91,0.03,0.54
-6.41,-26.60,-33.51,0.92,0.02,0.54
-7.76,-27.27,-30.69,0.91,0.01,0.53
-8.87,-26.12,-29.86,0.90,0.02,0.52
-8.12,-24.23,-28.11,0.91,0.03,0.53
-7.83,-22.52,-25.19,0.92,0.05,0.52
-7.92,-21.69,-23.21,0.91,0.05,0.51
-3.24,-20.27,-20.81,0.90,0.07,0.50
-1.47,-21.30,-23.34,0.89,0.07,0.51
0.31,-20.08,-24.60,0.90,0.11,0.51
0.43,-14.32,-21.44,0.90,0.08,0.50
1.40,-4.35,-17.28,0.92,0.04,0.46
0.06,-6.15,-15.51,0.92,0.07,0.51
-1.30,-14.37,-16.49,0.90,0.11,0.53
1.74,-16.31,-16.72,0.92,0.11,0.51
6.06,-13.18,-15.10,0.93,0.10,0.50
5.66,-9.48,-10.60,0.94,0.08,0.48
3.47,-6.63,-5.50,0.92,0.08,0.48
3.95,-5.04,-2.21,0.92,0.07,0.48
5.24,-2.81,-0.37,0.91,0.08,0.49
4.06,-0.64,-0.44,0.91,0.10,0.51
1.16,1.71,-0.53,0.90,0.10,0.51
1.11,0.53,-1.73,0.91,0.10,0.52
3.31,-2.00,-2.24,0.91,0.10,0.51
6.11,-4.79,-2.44,0.92,0.10,0.50
6.73,-5.33,-1.62,0.92,0.09,0.50
5.57,-4.50,-0.79,0.92,0.08,0.50
4.24,-3.05,-1.68,0.91,0.10,0.50
5.01,-4.02,-6.17,0.89,0.13,0.50
5.74,-2.84,-8.53,0.89,0.12,0.50
7.42,-4.41,-9.33,0.91,0.11,0.49
8.21,-4.46,-8.49,0.91,0.10,0.50
7.21,-3.89,-7.68,0.91,0.10,0.49
7.57,-3.15,-7.65,0.91,0.10,0.48
8.32,-3.10,-8.31,0.91,0.11,0.47
8.41,1.89,-5.08,0.91,0.09,0.50
6.95,3.40,-3.24,0.91,0.10,0.50
7.07,4.29,-2.21,0.91,0.11,0.50
6.72,5.71,-0.82,0.92,0.11,0.51
4.63,5.63,1.02,0.92,0.11,0.50
2.60,5.57,2.93,0.92,0.11,0.50
1.16,7.71,5.74,0.92,0.11,0.50
-1.22,11.08,9.59,0.93,0.10,0.51
-5.22,13.62,13.89,0.93,0.08,0.53
-8.37,17.24,17.71,0.92,0.09,0.53
-10.53,22.17,22.43,0.93,0.08,0.54
-12.81,27.08,27.76,0.93,0.08,0.55
-14.93,32.46,34.82,0.94,0.10,0.56
-14.76,34.50,40.27,0.94,0.11,0.54
-11.76,35.91,43.85,0.93,0.12,0.50
-8.55,36.37,49.33,0.95,0.10,0.50
-8.46,40.11,55.19,0.94,0.08,0.46
-8.78,39.25,59.79,0.92,0.04,0.50
-6.35,37.10,58.73,0.87,0.01,0.49
-8.06,33.85,55.13,0.85,0.02,0.51
-10.75,19.22,42.44,0.81,-0.00,0.56
-4.18,10.32,21.39,0.80,0.02,0.59
1.40,11.18,19.34,0.85,0.07,0.57
1.51,8.46,16.67,0.86,0.03,0.58
2.31,5.65,13.68,0.87,0.01,0.56
2.56,3.94,10.85,0.86,0.01,0.56
3.50,3.31,7.59,0.86,0.01,0.56
3.73,4.32,4.72,0.85,0.00,0.56
3.27,5.95,4.50,0.86,0.00,0.55
2.92,7.47,5.37,0.89,0.00,0.56
2.38,6.50,5.42,0.89,-0.00,0.57
3.36,3.66,3.19,0.87,0.00,0.57
