gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
4.18,-6.35,-0.31,0.80,-0.10,0.67
4.60,-7.97,0.98,0.80,-0.09,0.67
8.17,-8.56,2.50,0.80,-0.09,0.66
11.66,-10.41,2.70,0.80,-0.03,0.64
12.89,-13.47,4.20,0.79,-0.01,0.65
13.98,-13.53,5.91,0.79,-0.05,0.67
14.93,-17.79,3.19,0.79,-0.10,0.69
11.82,-18.64,-4.64,0.80,-0.14,0.70
6.20,-10.15,0.55,0.84,-0.17,0.73
0.69,-11.76,-0.75,0.80,-0.19,0.72
-1.57,-12.03,-1.71,0.79,-0.16,0.70
0.44,-9.31,-1.04,0.79,-0.14,0.68
-0.41,-5.40,1.95,0.80,-0.14,0.69
-3.25,-2.50,5.44,0.81,-0.16,0.69
-4.73,-0.58,4.35,0.81,-0.15,0.67
-4.85,1.76,2.26,0.80,-0.13,0.68
-2.46,4.90,2.09,0.80,-0.13,0.68
-1.80,5.89,1.98,0.80,-0.11,0.67
-0.24,6.46,3.18,0.81,-0.10,0.66
0.79,7.69,4.92,0.82,-0.12,0.67
1.86,8.58,4.26,0.81,-0.12,0.69
-0.18,3.25,1.28,0.81,-0.12,0.66
-2.58,0.85,1.05,0.82,-0.11,0.67
-3.77,-1.22,2.02,0.81,-0.10,0.67
-3.10,-1.28,2.79,0.80,-0.13,0.69
-2.31,-4.60,0.49,0.78,-0.10,0.66
-4.34,-7.16,-0.03,0.81,-0.11,0.66
-8.38,-9.88,1.30,0.82,-0.10,0.67
-10.32,-9.57,2.24,0.80,-0.12,0.68
-12.08,-9.44,3.56,0.81,-0.12,0.68
-11.74,-7.39,3.57,0.80,-0.14,0.67
-10.14,-6.78,2.98,0.81,-0.15,0.67
-8.12,-5.82,2.34,0.81,-0.13,0.67
-8.78,-5.21,2.92,0.81,-0.14,0.67
-10.17,-5.85,5.22,0.81,-0.15,0.67
-9.07,-5.74,3.51,0.81,-0.15,0.65
-8.47,-5.79,1.66,0.81,-0.15,0.65
-9.07,-5.28,2.67,0.82,-0.15,0.67
-8.96,-4.52,2.78,0.80,-0.15,0.67
-8.49,-5.94,1.71,0.81,-0.12,0.65
-7.71,-5.42,1.88,0.81,-0.14,0.65
-7.33,-7.57,0.47,0.80,-0.14,0.65
-7.39,-6.14,2.38,0.81,-0.16,0.66
-7.10,-4.12,3.51,0.82,-0.15,0.66
-3.07,-2.02,1.95,0.81,-0.15,0.66
-0.11,-0.09,2.73,0.82,-0.15,0.66
1.34,0.52,2.08,0.81,-0.14,0.64
0.89,1.69,1.65,0.82,-0.16,0.64
0.35,1.83,0.35,0.82,-0.17,0.65
0.38,1.15,-1.63,0.83,-0.17,0.63
1.71,0.64,-2.69,0.82,-0.15,0.65
2.53,0.47,-3.88,0.81,-0.15,0.65
2.34,1.18,-3.50,0.82,-0.14,0.65
1.76,0.32,-4.43,0.81,-0.14,0.66
2.02,0.06,-3.77,0.81,-0.15,0.66
2.18,-0.63,-2.50,0.81,-0.15,0.65
2.09,0.06,-0.78,0.81,-0.14,0.66
2.67,1.30,0.26,0.81,-0.15,0.66
2.63,1.88,0.43,0.82,-0.15,0.65
2.75,0.31,-1.19,0.82,-0.13,0.64
2.89,-0.11,-1.25,0.83,-0.15,0.64
2.27,-0.87,-2.34,0.82,-0.15,0.65
3.07,-1.44,-3.98,0.81,-0.15,0.66
4.17,-2.37,-4.55,0.82,-0.14,0.65
5.30,-3.07,-4.93,0.81,-0.13,0.65
5.91,-4.52,-5.98,0.81,-0.11,0.65
6.90,-6.32,-8.69,0.81,-0.11,0.64
7.44,-9.51,-13.13,0.79,-0.10,0.65
9.21,-13.63,-17.62,0.77,-0.09,0.66
12.05,-17.95,-21.88,0.78,-0.07,0.66
10.47,-24.21,-29.44,0.78,-0.09,0.64
9.19,-31.48,-39.22,0.78,-0.09,0.65
15.98,-43.10,-46.49,0.82,-0.11,0.71
10.63,-33.95,-46.15,0.83,-0.10,0.63
8.09,-33.40,-46.15,0.87,-0.11,0.62
5.30,-30.60,-46.72,0.87,-0.09,0.61
7.76,-25.36,-47.85,0.85,-0.12,0.61
11.60,-21.10,-46.06,0.84,-0.13,0.61
13.92,-19.37,-43.05,0.86,-0.11,0.60
14.81,-16.69,-38.99,0.89,-0.08,0.59
14.73,-13.30,-31.11,0.91,-0.07,0.60
13.48,-10.63,-24.37,0.90,-0.07,0.61
13.89,-6.85,-16.31,0.91,-0.08,0.61
9.04,-0.17,-2.76,0.93,-0.07,0.60
6.05,3.45,3.30,0.88,-0.08,0.61
8.02,4.23,3.60,0.85,-0.08,0.63
9.88,4.12,1.83,0.84,-0.05,0.63
11.18,4.03,1.15,0.86,-0.03,0.60
9.65,4.05,-1.07,0.86,-0.03,0.62
6.60,7.08,0.00,0.87,-0.05,0.63
3.82,8.96,1.08,0.85,-0.07,0.64
0.90,10.38,0.84,0.85,-0.07,0.66
0.09,9.18,-0.02,0.85,-0.06,0.63
0.32,4.99,-2.18,0.86,-0.04,0.59
2.06,2.21,-4.18,0.86,-0.05,0.61
4.81,-1.05,-5.88,0.85,-0.03,0.61
4.06,-2.66,-4.56,0.86,-0.04,0.61
1.04,-4.49,-2.12,0.87,-0.05,0.60
-2.63,-3.97,-1.39,0.87,-0.04,0.61
-4.03,-3.02,0.18,0.87,-0.04,0.60
-4.29,-3.30,0.76,0.88,-0.05,0.58
-3.27,-0.18,0.76,0.87,-0.02,0.60
-1.02,1.85,2.26,0.88,-0.03,0.61
-0.12,1.40,5.91,0.88,-0.07,0.60
1.19,-0.32,8.53,0.88,-0.07,0.58
1.89,2.05,9.94,0.87,-0.05,0.61
0.73,8.60,14.53,0.86,-0.08,0.59
-0.18,11.85,18.02,0.86,-0.05,0.60
-2.37,13.21,21.18,0.86,-0.06,0.63
-2.85,13.33,21.37,0.85,-0.03,0.58
-2.24,12.66,19.57,0.84,-0.05,0.61
1.47,9.82,16.12,0.82,-0.03,0.61
-0.18,7.91,14.98,0.83,-0.05,0.61
3.08,11.22,17.28,0.85,-0.05,0.57
1.91,11.86,16.76,0.86,-0.05,0.61
1.01,9.01,14.64,0.85,-0.06,0.62
-0.09,6.81,11.27,0.84,-0.07,0.62
-0.52,8.00,9.37,0.84,-0.08,0.63
-1.22,8.37,7.73,0.82,-0.07,0.64
-0.73,6.64,7.50,0.83,-0.07,0.61
-0.20,7.33,6.85,0.84,-0.09,0.64
0.14,7.80,6.89,0.83,-0.09,0.63
1.53,7.40,5.86,0.84,-0.08,0.62
0.61,8.09,4.95,0.82,-0.08,0.64
1.24,8.84,5.91,0.85,-0.09,0.63
1.66,8.69,5.74,0.85,-0.08,0.62
1.47,7.97,5.28,0.84,-0.10,0.65
0.82,6.09,5.74,0.84,-0.12,0.63
0.37,3.82,4.96,0.83,-0.10,0.64
0.05,4.67,4.35,0.82,-0.08,0.65
2.64,5.92,5.16,0.81,-0.06,0.63
2.73,6.32,5.89,0.81,-0.07,0.65
2.81,6.17,5.77,0.83,-0.08,0.63
2.92,5.97,5.39,0.83,-0.09,0.64
2.11,5.40,4.90,0.83,-0.09,0.64
3.21,5.44,5.68,0.85,-0.09,0.63
2.56,5.82,5.91,0.86,-0.10,0.65
1.05,6.32,6.52,0.84,-0.12,0.64
