gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0.78,-1.92,1.68,0.86,-0.14,0.59
0.92,-1.76,1.27,0.85,-0.15,0.59
1.13,-1.73,0.89,0.85,-0.15,0.60
1.36,-1.65,0.61,0.85,-0.15,0.59
1.30,-1.50,0.23,0.85,-0.15,0.59
1.08,-0.84,0.05,0.85,-0.15,0.59
1.27,-0.34,-0.32,0.84,-0.15,0.59
1.34,0.47,-0.53,0.85,-0.15,0.60
1.33,0.99,-0.50,0.85,-0.15,0.58
1.15,0.82,-0.47,0.85,-0.16,0.60
0.95,0.78,-0.63,0.85,-0.16,0.59
0.89,1.10,-0.60,0.85,-0.15,0.59
0.79,0.85,-0.72,0.86,-0.15,0.59
0.69,0.85,-0.58,0.86,-0.16,0.59
0.64,0.72,-0.40,0.85,-0.15,0.60
0.72,0.64,-0.43,0.86,-0.15,0.59
0.79,0.29,-0.41,0.86,-0.15,0.59
0.95,0.69,-0.31,0.85,-0.15,0.59
1.31,0.37,-0.20,0.85,-0.15,0.59
1.08,-0.38,-0.49,0.85,-0.15,0.58
1.37,-0.24,-0.31,0.84,-0.15,0.60
1.39,0.02,-0.38,0.85,-0.15,0.59
1.69,0.31,-0.63,0.84,-0.15,0.59
1.74,0.99,-0.41,0.85,-0.16,0.59
1.45,1.39,-0.02,0.85,-0.15,0.60
1.44,0.98,0.27,0.85,-0.16,0.59
1.44,0.85,0.31,0.86,-0.15,0.59
1.42,0.55,0.29,0.85,-0.15,0.59
1.69,0.53,0.41,0.85,-0.15,0.59
1.51,0.32,0.29,0.85,-0.15,0.60
1.79,0.41,0.11,0.85,-0.15,0.59
1.71,0.11,0.29,0.85,-0.15,0.59
1.68,-0.40,0.09,0.86,-0.15,0.59
1.63,-1.08,-0.23,0.86,-0.14,0.59
1.39,-1.86,-1.07,0.86,-0.15,0.60
1.33,-2.95,-1.60,0.85,-0.15,0.59
1.69,-3.92,-1.71,0.85,-0.15,0.59
2.50,-5.48,-2.14,0.85,-0.14,0.58
2.76,-7.74,-2.44,0.86,-0.13,0.57
2.98,-14.00,-3.28,0.87,-0.14,0.53
1.48,-20.17,-3.76,0.86,-0.15,0.56
-3.30,-29.71,-8.73,0.83,-0.15,0.57
-5.65,-41.92,-16.69,0.81,-0.13,0.58
-5.31,-50.41,-23.91,0.79,-0.12,0.58
-2.87,-52.64,-32.18,0.82,-0.11,0.58
-1.97,-48.46,-40.53,0.85,-0.08,0.56
-4.87,-46.87,-51.45,0.82,-0.09,0.56
6.73,-53.07,-64.98,0.76,-0.15,0.83
19.40,-45.39,-66.95,0.98,0.10,0.44
10.00,-44.24,-57.83,0.94,-0.21,0.50
-1.56,-42.72,-49.62,0.98,-0.22,0.51
-7.18,-35.05,-38.31,0.97,-0.16,0.53
-6.87,-34.31,-37.48,0.93,-0.11,0.51
-2.79,-28.55,-34.73,0.92,-0.07,0.50
-2.93,-25.04,-28.95,0.93,-0.08,0.48
-3.24,-22.84,-25.11,0.94,-0.09,0.49
-3.15,-18.44,-22.18,0.96,-0.09,0.49
-3.19,-17.65,-19.33,0.95,-0.09,0.48
-2.37,-18.00,-16.90,0.95,-0.07,0.48
-1.22,-17.01,-14.70,0.94,-0.05,0.47
0.60,-14.41,-12.09,0.93,-0.06,0.49
-0.23,-12.43,-9.86,0.93,-0.05,0.47
-1.27,-8.87,-8.60,0.93,-0.06,0.48
-0.90,-5.42,-6.98,0.93,-0.06,0.47
0.00,-3.59,-5.11,0.93,-0.05,0.47
-0.58,-3.92,-3.48,0.93,-0.05,0.47
-1.16,-4.75,-2.73,0.94,-0.04,0.48
-0.60,-5.47,-1.92,0.94,-0.05,0.47
0.20,-5.18,-1.21,0.94,-0.04,0.48
0.67,-3.76,-0.18,0.94,-0.05,0.47
0.29,-3.86,0.31,0.93,-0.05,0.46
-0.92,-4.32,0.38,0.93,-0.05,0.46
-0.66,-4.23,0.12,0.93,-0.05,0.46
-0.67,-2.81,1.24,0.93,-0.05,0.47
-1.19,-0.69,2.40,0.93,-0.05,0.46
-1.71,1.45,3.45,0.92,-0.05,0.47
-1.98,2.50,3.57,0.93,-0.05,0.47
-2.41,1.68,2.84,0.93,-0.04,0.46
-2.49,1.92,2.40,0.93,-0.04,0.47
-2.55,1.25,2.66,0.93,-0.05,0.45
-0.75,2.52,2.55,0.92,-0.04,0.46
-1.02,3.25,2.58,0.92,-0.04,0.46
-0.03,3.37,2.99,0.93,-0.05,0.46
-0.78,4.21,3.39,0.93,-0.07,0.47
-1.01,3.34,3.04,0.92,-0.06,0.46
-0.31,3.24,2.37,0.93,-0.05,0.45
0.02,3.60,2.06,0.93,-0.05,0.46
-0.15,4.12,2.32,0.94,-0.05,0.47
0.08,4.23,2.69,0.93,-0.06,0.46
0.02,3.89,2.84,0.93,-0.07,0.47
0.14,3.83,2.84,0.92,-0.06,0.47
0.34,3.85,2.76,0.93,-0.06,0.47
0.69,4.31,3.59,0.93,-0.06,0.48
0.05,4.31,4.27,0.93,-0.06,0.47
0.20,4.82,4.67,0.93,-0.07,0.46
-0.02,6.43,5.85,0.92,-0.06,0.46
-0.41,5.28,5.36,0.91,-0.06,0.47
-0.63,5.44,5.34,0.92,-0.06,0.48
-0.63,5.89,5.05,0.93,-0.05,0.47
-0.34,6.05,5.45,0.93,-0.07,0.47
0.03,5.74,5.25,0.93,-0.06,0.48
0.50,5.60,5.53,0.92,-0.06,0.48
1.40,7.69,7.21,0.94,-0.07,0.48
1.91,9.62,9.44,0.94,-0.07,0.49
1.66,12.84,11.42,0.93,-0.07,0.50
1.19,15.60,13.53,0.93,-0.08,0.50
2.26,18.61,16.63,0.94,-0.07,0.51
2.66,21.74,19.05,0.92,-0.08,0.50
4.21,22.63,19.59,0.93,-0.08,0.48
7.60,23.47,23.86,0.94,-0.09,0.46
8.37,24.63,27.63,0.94,-0.13,0.47
6.87,22.96,27.97,0.91,-0.14,0.49
5.69,22.24,26.87,0.90,-0.13,0.50
5.51,23.53,26.89,0.89,-0.12,0.50
7.48,25.79,28.69,0.90,-0.10,0.50
5.40,28.03,33.95,0.91,-0.12,0.52
2.76,25.56,36.17,0.90,-0.13,0.53
0.73,20.47,32.72,0.89,-0.14,0.52
1.53,18.12,31.21,0.89,-0.12,0.51
-1.62,9.25,24.92,0.86,-0.12,0.53
1.24,6.70,18.09,0.87,-0.10,0.53
2.87,7.15,17.24,0.86,-0.10,0.54
2.23,6.46,15.07,0.86,-0.13,0.54
1.48,5.48,12.02,0.87,-0.12,0.54
0.81,4.79,9.25,0.88,-0.11,0.55
1.30,2.56,5.30,0.88,-0.12,0.55
2.82,1.22,3.02,0.87,-0.12,0.56
1.63,1.13,3.60,0.88,-0.13,0.55
0.70,1.25,3.89,0.88,-0.13,0.55
-0.02,2.47,4.18,0.87,-0.14,0.55
-0.41,2.35,3.62,0.87,-0.13,0.56
-0.32,2.00,2.66,0.87,-0.13,0.55
0.14,2.27,1.95,0.87,-0.14,0.54
-0.92,2.27,1.42,0.88,-0.14,0.54
-1.19,2.64,1.37,0.89,-0.15,0.54
-1.11,2.73,0.89,0.89,-0.15,0.52
-1.22,2.18,1.57,0.89,-0.15,0.54
-0.90,0.98,1.01,0.88,-0.15,0.54
0.53,0.55,0.78,0.88,-0.14,0.54
3.56,-0.35,0.72,0.88,-0.13,0.53
6.32,-0.70,-1.47,0.87,-0.13,0.55
7.95,-1.45,-5.28,0.86,-0.12,0.53
10.05,0.44,-6.98,0.87,-0.12,0.55
8.92,3.19,-6.31,0.88,-0.13,0.54
7.76,5.39,-5.16,0.88,-0.15,0.55
13.36,22.17,-1.40,0.86,-0.08,0.58
14.26,25.08,5.60,0.88,-0.13,0.53
9.62,19.19,-1.66,0.88,-0.16,0.54
9.37,14.92,-4.72,0.90,-0.16,0.54
8.09,10.60,-4.76,0.89,-0.17,0.53
8.35,7.91,-3.57,0.89,-0.17,0.55
7.89,8.23,-0.23,0.89,-0.18,0.54
5.39,9.85,2.63,0.88,-0.17,0.55
4.61,11.10,2.40,0.88,-0.15,0.55
4.60,11.57,1.62,0.87,-0.15,0.55
3.27,10.76,2.34,0.87,-0.14,0.58
1.85,10.29,3.95,0.86,-0.15,0.57
1.51,9.89,4.35,0.86,-0.14,0.58
1.69,10.47,4.89,0.86,-0.14,0.57
1.39,10.72,4.18,0.86,-0.14,0.57
1.74,11.15,4.58,0.87,-0.13,0.58
1.44,9.76,5.02,0.87,-0.12,0.58
1.85,9.21,5.39,0.87,-0.12,0.58
1.82,8.23,6.05,0.87,-0.13,0.59
1.88,7.50,5.86,0.87,-0.13,0.58
1.74,6.31,5.91,0.86,-0.15,0.59
1.71,4.60,5.13,0.86,-0.15,0.59
2.17,3.39,4.43,0.86,-0.14,0.59
1.92,2.69,4.23,0.85,-0.14,0.59
2.24,2.43,3.94,0.86,-0.15,0.59
2.31,3.07,4.41,0.86,-0.15,0.58
1.51,3.97,4.87,0.85,-0.15,0.59
1.44,4.14,5.15,0.86,-0.15,0.59
2.03,4.53,5.02,0.87,-0.14,0.58
1.54,4.40,5.69,0.86,-0.15,0.58
0.43,2.76,5.21,0.85,-0.15,0.59
-0.72,1.21,3.16,0.85,-0.14,0.60
0.35,0.81,2.24,0.85,-0.14,0.60
-0.17,0.18,1.68,0.85,-0.14,0.59
-1.08,0.06,1.91,0.85,-0.15,0.58
-0.61,1.01,2.37,0.85,-0.16,0.59
0.66,2.37,3.04,0.86,-0.16,0.58
0.09,2.15,3.47,0.86,-0.15,0.58
-0.11,2.32,2.76,0.86,-0.15,0.59
0.23,1.92,2.14,0.85,-0.15,0.59
0.44,0.82,2.27,0.85,-0.16,0.60
1.31,0.98,1.91,0.85,-0.15,0.59
1.02,1.63,1.24,0.84,-0.17,0.59
0.98,2.00,0.41,0.85,-0.15,0.59
0.95,2.31,0.58,0.85,-0.15,0.59
1.62,2.84,0.87,0.85,-0.15,0.58
1.62,2.41,1.80,0.86,-0.15,0.59
1.34,1.40,1.60,0.85,-0.15,0.59
1.19,0.99,1.80,0.85,-0.15,0.59
