gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
2.95,1.57,2.12,0.81,-0.19,0.65
3.05,1.77,1.98,0.81,-0.19,0.65
2.81,1.63,1.44,0.80,-0.19,0.66
2.75,1.21,0.90,0.81,-0.20,0.66
2.64,1.56,0.49,0.80,-0.20,0.67
2.43,1.51,0.50,0.80,-0.19,0.66
2.11,1.10,0.38,0.80,-0.19,0.67
2.43,1.37,0.23,0.81,-0.20,0.66
2.34,1.73,0.52,0.80,-0.19,0.65
2.05,1.73,1.04,0.80,-0.19,0.66
1.88,2.26,0.82,0.80,-0.20,0.66
2.06,2.49,1.01,0.80,-0.19,0.66
1.95,2.18,1.19,0.80,-0.19,0.66
1.85,1.50,0.81,0.79,-0.19,0.67
2.02,0.98,0.17,0.80,-0.19,0.67
1.97,0.52,-0.09,0.80,-0.19,0.67
1.82,0.26,-0.21,0.80,-0.20,0.67
1.34,0.21,-0.38,0.79,-0.20,0.67
1.10,0.81,-0.27,0.80,-0.21,0.67
1.01,1.34,0.26,0.80,-0.20,0.67
0.87,1.02,0.43,0.79,-0.19,0.67
0.67,1.47,0.56,0.80,-0.20,0.66
0.79,1.48,0.46,0.80,-0.19,0.66
0.72,1.37,0.73,0.80,-0.19,0.66
1.19,1.39,0.78,0.80,-0.20,0.66
0.85,1.19,0.55,0.80,-0.19,0.67
1.48,0.66,0.58,0.80,-0.19,0.66
1.08,0.47,0.41,0.80,-0.19,0.67
1.39,0.38,0.24,0.80,-0.19,0.66
1.34,0.87,0.32,0.80,-0.20,0.66
1.11,1.31,0.64,0.79,-0.19,0.66
0.92,1.04,0.69,0.80,-0.20,0.66
0.82,0.38,0.05,0.80,-0.20,0.66
0.85,-0.03,-0.18,0.81,-0.19,0.67
0.66,0.06,0.08,0.80,-0.19,0.66
1.01,-0.15,0.12,0.80,-0.19,0.65
1.24,-0.90,-0.08,0.80,-0.19,0.66
2.03,-1.66,-0.27,0.81,-0.18,0.65
2.21,-2.92,0.29,0.80,-0.17,0.64
2.99,-2.46,1.91,0.80,-0.16,0.64
2.76,-0.58,5.51,0.80,-0.16,0.66
1.44,0.31,8.84,0.82,-0.17,0.65
1.48,1.08,10.73,0.82,-0.20,0.65
3.34,1.25,9.68,0.80,-0.19,0.64
3.33,1.71,11.80,0.80,-0.17,0.64
3.44,3.24,14.35,0.79,-0.17,0.65
3.44,4.24,14.26,0.79,-0.21,0.66
1.10,2.93,15.62,0.81,-0.21,0.66
-2.82,-0.26,13.97,0.81,-0.19,0.64
-7.79,-3.18,13.98,0.82,-0.20,0.67
-7.28,-3.66,15.16,0.80,-0.22,0.65
4.26,2.53,12.84,0.78,-0.21,0.66
-0.69,-3.27,8.84,0.77,-0.19,0.66
-7.50,3.86,6.34,0.79,-0.24,0.68
-1.44,-4.26,6.38,0.77,-0.25,0.68
1.83,-3.56,2.70,0.76,-0.25,0.66
0.02,-3.98,1.33,0.78,-0.23,0.65
-2.37,-2.27,0.44,0.80,-0.24,0.66
-1.94,-2.41,-0.73,0.80,-0.23,0.66
-0.35,-1.89,-1.57,0.80,-0.24,0.67
-0.02,-2.23,-2.18,0.80,-0.23,0.66
-2.23,-1.33,-1.21,0.80,-0.24,0.66
-3.40,-0.84,-0.43,0.80,-0.24,0.67
-3.19,-2.61,-0.81,0.80,-0.21,0.65
-2.87,-2.69,-0.64,0.79,-0.23,0.65
-4.26,-2.96,0.92,0.81,-0.23,0.67
-4.64,-3.24,0.20,0.79,-0.22,0.66
-3.02,-3.53,-0.02,0.80,-0.22,0.65
-2.75,-4.26,0.23,0.80,-0.23,0.66
-2.34,-4.14,0.75,0.80,-0.23,0.65
-1.91,-5.10,-1.42,0.80,-0.24,0.65
-2.03,-4.60,-1.66,0.80,-0.25,0.66
-2.76,-3.73,-1.79,0.80,-0.23,0.66
-3.02,-4.60,0.08,0.81,-0.22,0.64
-2.53,-5.34,0.84,0.80,-0.22,0.65
-1.45,-6.26,-1.33,0.79,-0.23,0.64
-2.70,-7.54,-1.37,0.80,-0.22,0.64
-2.06,-6.34,-1.76,0.79,-0.23,0.65
1.27,-6.21,-2.12,0.80,-0.22,0.65
4.02,-5.71,-2.58,0.81,-0.22,0.63
4.27,-3.57,-2.21,0.80,-0.23,0.64
-0.47,-4.55,0.17,0.83,-0.23,0.63
0.24,-7.16,-2.34,0.80,-0.23,0.64
2.18,-8.79,-3.01,0.79,-0.22,0.64
3.91,-8.44,-3.02,0.80,-0.22,0.65
3.79,-10.44,-4.44,0.81,-0.17,0.65
10.95,-13.50,-9.22,0.81,-0.17,0.63
12.70,-19.89,-10.40,0.80,-0.23,0.67
9.31,-22.31,-15.88,0.78,-0.22,0.65
